section-result-title,section-result-details,section-result-location,section-result-info,cards-rating-score,section-result-num-ratings,section-result-action href,section-result-action-icon src 2,section-result-action-text 2,section-result-info 2
Western Union - True Value Hardware Corporate (Ayala Business Park),Money transfer service,"Unit 121, Groound Floor Ayala Business Park (Ayala Center), Bohol Avenue",(032) 188 7372,3.5,(2),http://www.westernunion.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,
Western Union-Ebiz,Money transfer service,,0917 834 5327,5.0,(5),http://www.westernunion.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Palawan Pawnshop,Money transfer service,Gorordo Ave,(032) 263 3408,5.0,(2),http://www.palawanpawnshop.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Bayad Center,Money transfer service,"2nd Level, Robinsons Cybergate, Don Gil Garcia Street",(032) 479 9500,2.3,(3),,,,Open until 8:30 pm
Mlhuillier,Money transfer service,Laray,(032) 238 8574,1.0,(1),,,,Open until 6:00 pm
Palawan Express,Money transfer service,22 R. Duterte St,(032) 414 8552,3.9,(7),http://palawanpawnshop.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 8:30 pm
Visayan Electric Company Bill Payments,Money transfer service,"Ground Floor, Banco de Oro, Insular Life Cebu Business Centre, General Arcadio Maxilom Avenue, corner Gorordo Avenue",(032) 266 0971,1.0,(2),,,,Open until 5:30 pm
M Lhuillier,Money transfer service,"Angeles Do Bldg., Fuente Osmeña Cir",324124,2.8,(13),,,,Open until 6:00 pm
Visayan Electric Company Bill Payments,Money transfer service,"UnionBank, Gaisano Country Mall, Camp Lapu-lapu Road, Banilad",(032) 416 2883,,,,,,Open until 6:00 pm
LBC Money Exchange,Money transfer service,,(02) 8858 5999,5.0,(1),,,,Open until 9:00 pm
M Lhuillier,Money transfer service,Salinas Dr,Open until 6:00 pm,2.0,(4),,,,(032) 491 5881
TrueMoney Philippines,Money transfer service,"M. L. Quezon Street,Maguikay",(02) 7718 9999,2.0,(8),https://truemoney.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
"Western Union - R Way Financial Services, Inc.-Burgos",Money transfer service,"440 Burgos Street, Barangay Alang-Alang",(032) 346 3140,,,http://www.westernunion.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Western Union - D' Oriental Gold Pawnshop-M. L. Quezon,Money transfer service,"G/F Maguikay Market Place, M. L. Quezon Street (beside Jollibee), Maguikay",(032) 346 4082,5.0,(1),http://www.westernunion.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
M. Lhuillier B. Rodriguez,Money transfer service,B. Rodriguez Street (Infront of Vicente Sotto Hospital),(032) 253 4912,4.0,(2),,,,Open until 6:30 pm
TrueMoney Philippines,Money transfer service,"Villa Leyson Subdivision,Bacayan",(02) 7718 9999,1.5,(8),https://truemoney.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Xpress Money,Money transfer service,"G-Xchange Inc., Prime Asia Pawn and Jewelry Shop, Villa Leyson Subdivision, Bacayan",(032) 417 6265,5.0,(1),http://www.xpressmoney.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
TrueMoney Philippines,Money transfer service,"471 P. Burgos Street,Alang-Alang",(02) 7718 9999,5.0,(1),https://truemoney.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Universal Storefront Services Corporation,Money transfer service,"National Highway, M. Frasco Road corner, Poblacion, Liloan",(032) 424 4717,5.0,(1),,,,Open until 5:30 pm
Western Union - Petnet-A. C. Cortes,Money transfer service,"Brookside Square, A. C. Cortes Avenue",(032) 340 7316,,,http://www.westernunion.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Xpress Money,Money transfer service,"Metro Bank, Barangay Cansaga, Consolacion",(032) 423 9229,3.5,(2),http://www.xpressmoney.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,
M Lhullier,Money transfer service,Jose Rizal St,Open until 5:00 pm,5.0,(1),,,,0917 834 5327
Western Union - Robinsons Saving Bank,Money order service,"GF, Robinsons Cybergate Cebu, Don Gil Garcia Corner J Llorente Street",0956 764 0026,5.0,(1),https://www.robinsonsbank.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
USSC,Money transfer service,"Pacific Mall, M.C. Briones St. Corner UN Ave",(032) 520 3436,5.0,(1),http://www.ussc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 8:30 pm
USSC Service Store,Money transfer service,"Marina Mall, M.L. Quezon National Highway",(032) 494 0074,1.0,(1),http://www.ussc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
LBC EXPRESS,Money transfer service,"3RD LEVEL ROBINSONS PLACE BLDG., F, Fuente Osmeña Cir",(02) 8858 5999,3.9,(7),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,1160 Hernan Cortes Street,(02) 7728 3826,1.0,(2),,,,Open until 5:30 pm
LBC EXPRESS,Money transfer service,"GAISANO COUNTRY MALL, GAISANO ROAD, BANILAD",(02) 8858 5999,2.8,(13),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,"Door 5, LHT Development Corporation, 1029 Herman Cortes Street, Suban",(02) 7728 3826,1.0,(1),,,,Open until 6:00 pm
LBC EXPRESS,Money transfer service,"UNIT 9G G/F JY SQUARE MALL, #1, Salinas Dr",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"TGU TOWER, ASIATOWN IT PARK, MARIA DEL MAR, COR Salinas Dr",(02) 8858 5999,2.0,(4),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 8:30 pm
LBC EXPRESS,Money transfer service,GROUND FLOOR GAISANO CAPITAL TISA,(02) 8858 5999,2.0,(8),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"RIDGES COMMERCIAL BUILDING, F. Cabahug St",(02) 8858 5999,,,https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:00 pm
LBC EXPRESS,Money transfer service,"DOOR 3, G/F CINCO CENTRUM BLDG, Fuente Osmeña Cir",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"M. R. CONCEPCION BUILDING, 100 N Escario St",(02) 8858 5999,4.0,(2),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 8:00 pm
LBC EXPRESS,Money transfer service,"PLARIDEL, COR Progreso St",(02) 8858 5999,1.5,(8),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"GROUND FLOOR (GF-21) ONE PAVILION MALL, R. Duterte St",(02) 8858 5999,1.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC Express - Colonnade Branch,Money transfer service,"Colonnade Mall, 2Nd, Colon St",Open until 6:00 pm,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 7718 9999
LBC EXPRESS,Money transfer service,"Mango Avenue, corner Juana Osmeña St",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Pinoy Got Dollars,Money transfer service,Cebu City,0922 867 3612,,,,,,Open until 6:00 pm
LBC EXPRESS,Money transfer service,"G/F SHOPWISE, SOUTH ROAD",(02) 8858 5999,2.3,(3),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,1675 M. J. Cuenco Ave,(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
LBC EXPRESS,Money transfer service,"MERCADO BUILDING, NO. 004 G/F, Gorordo Ave",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"G/F #2 GAISANO CAPITAL, M. L. QUEZON ST",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"UNIT #43 G/F CEBU PARKMALL, QUANO AVE. NORTH RECLAMATION AREA",(02) 8858 5999,1.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Palawan Pawnshop,Money transfer service,Central Poblacion,Open until 9:00 pm,1.0,(1),http://www.palawanpawnshop.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
Visayan Electric Company Bill Payments,Business center,"Banco de Oro, SM City Cebu, Juan Luna Avenue Extension, North Reclamation Area",(032) 231 2082,4.0,(4),"http://www.visayanelectric.com/page.html?main=clients&sub1=your%20bill&sub2=Text,%20ASKVECO(space)BILL",https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:30 pm
EBiz Western Union,Apartment building,Osmeña Blvd,(032) 253 5560,2.8,(13),,,,Open until 7:00 pm
LBC EXPRESS,Money transfer service,"MDE-GFS-13 G/F STALL GAISANO GRAND MALL, CENTRO BLDG. A DEL ROSARIO ST",(02) 8858 5999,1.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,"Katipunan Street, corner Salvador Street, Labangon",(032) 414 8286,5.0,(1),,,,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"L J BUILDING, WARD III, POBLACION",(02) 8858 5999,2.0,(4),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,"1 Room 8, Pueblo Aznar, M. J. Cuenco Avenue, Corner General Maxilom Avenue Extension",(032) 412 9241,5.0,(1),,,,Open until 9:00 pm
Cebuana Lhuillier Pawnshop - Guada Church,Money transfer service,J Labra St,0946 974 1224,,,https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:30 pm
LBC EXPRESS,Money transfer service,"UNIT 6 CANDUMAN TOWN CENTER, H. Abellana St",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"GAISANO GRAND MALL, 1ST LEVEL, TALAMBAN, CEBU CITY",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,"Jorgi Go Building, Quezon National Highway, Pajo",(032) 495 3498,4.5,(2),https://www.cebuanalhuillier.com/pera-padala/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"ayala center cebu, SERVICE HUB, STALL SH12 4TH",(02) 8858 5999,2.1,(35),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"Ground Floor, Cebu IT Park",(02) 8858 5999,1.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
LBC Express - Ramos Branch,Money transfer service,242 F. Ramos St,0915 636 4260,2.8,(5),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier Pawnshop - Capitol Site,Money transfer service,1152 Ponce St,0977 186 6732,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:30 pm
LBC EXPRESS,Money transfer service,"LBC BANK BLDG. COR. GORORDO &, Archbishop Reyes Ave",(02) 8858 5999,2.3,(3),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC Express - Escario Branch,Money transfer service,"Capitol Square, G/F Arcade 2, G3, N Escario St",Open until 5:00 pm,4.3,(3),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
LBC Express - Cebu It Park Branch,Money transfer service,"TGU Tower, Ground Floor",(02) 8858 5999,1.8,(5),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:30 pm
LBC EXPRESS,Money transfer service,"F#2 YUSING DEVT. CORP, F. Ramos St",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Cebuana Lhuillier Pawnshop,Money transfer service,"VR Apartelle, #575 Englis V Rama Ave",(032) 412 8201,1.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:30 pm
"Cebuana Lhuillier Pawnshop -Lahug,Cebu",Money transfer service,"Corner Veterans &, Salinas Dr",(032) 417 7177,1.0,(3),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 10:00 pm
LBC EXPRESS,Money transfer service,"MAGALLANES COR, Leon Kilat St",(02) 8858 5999,4.0,(4),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"PORT CENTRE, APM Shopping Mall, ANDRES SORIANO JR. AVENUE",(02) 8858 5999,2.8,(13),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC Express - Subangdaku Branch,Money transfer service,"Friendship 2 Bldg, Door 2",Open until 9:00 pm,1.0,(2),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
Cebuana Lhuillier Pawnshop - B. RODRIGUEZ,Money transfer service,B. Rodriguez St,(072) 607 4159,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier,Money transfer service,"JVR Bldg., Pagsabungan cor. Mandaue North Road, Basak, Mandaue City",(038) 507 9411,2.0,(4),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
LBC EXPRESS,Money transfer service,"TALISAY SOUTH CENTRAL SQUARE, CEBU SOUTH ROAD, Lawaan 3 St",(02) 8858 5999,2.3,(3),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:00 pm
Cebuana Lhuillier Pawnshop,Money transfer service,"Katipunan Street, Corner Salvador Street, Cebu",(032) 414 8286,1.8,(5),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:30 pm
LBC EXPRESS,Money transfer service,DOOR #2 FRIENDSHIP 2 BLDG,(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
"Cebuana Lhuillier Pawnshop -Cebu ,Cebu",Money transfer service,509 B Villa Aznar Rd,(032) 260 5356,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
LBC Express - Gaisano South Branch,Money transfer service,"2Nd Floor, Gaisano Capital South Cor. Colon, Leon Kilat St",Open until 9:00 pm,1.0,(2),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(032) 495 3498
LBC Express - Sto. Nino Branch,Money transfer service,"Ground Floor Rcac Bldg 4 &, 5 Legaspi St",Open until 9:00 pm,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
Cebuana Lhuillier Pawnshop,Money transfer service,100 P. Cabantan,(032) 412 9321,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier Pawnshop,Money transfer service,"Rose Building, Tres de Abril corner A. Lopez Street, Labangon",(032) 417 9665,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier Pawnshop,Money transfer service,P. Zamora Street,(032) 412 2884,2.5,(2),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 6:30 pm
LBC Express,Money transfer service,"SM Seaside City, GF",Open until 9:00 pm,2.3,(3),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
LBC Express,Money transfer service,"Robinsons Galleria Cebu, Gen. Maxilom Ext",Open until 5:00 pm,4.0,(5),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
Cebuana Lhuillier GAISANO TALAMBAN,Money transfer service,"SF5A 2/F GAISANO GRAND MALL TALAMBAN, NASIPIT, TALAMBAN, CEBU",(02) 475 4279,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
LBC EXPRESS,Money transfer service,G/F GAISANO FIESTA MALL,(02) 8858 5999,1.9,(19),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Pawnshop - Usc Talamban,Money transfer service,"Unit B 1247, Leyson Street",0928 343 0787,5.0,(2),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:00 pm
"Cebuana Lhuillier Pawnshop -Talamban,Cebu",Money transfer service,"Unit B 1247, Leyson Street",(032) 412 8511,1.0,(3),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
LBC Express - Pardo Branch,Money transfer service,"549 Poblacion, Pardo",Open until 9:00 pm,4.0,(4),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,(02) 8858 5999
"Cebuana Lhuillier Pawnshop -Cebu ,Cebu",Money transfer service,103 Gorordo Ave,(032) 412 2395,3.5,(4),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:30 pm
LBC EXPRESS,Money transfer service,"GAISANO GRAND MALL, Natalio B. Bacalso Ave",(02) 8858 5999,2.9,(7),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
Cebuana Lhuillier Pawnshop,Money transfer service,"Ayala Center , Business Park, Brgy. Luz",(032) 520 8561,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier Pawnshop - Jy Lahug,Money transfer service,310 Gorordo Ave,0919 735 6690,2.0,(4),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 7:30 pm
"Cebuana Lhuillier Pawnshop -Cebu ,Cebu",Money transfer service,"Doctor's Building, Osmeña Blvd",(032) 412 5309,5.0,(1),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
"Cebuana Lhuillier Pawnshop -Cebu ,Cebu",Money transfer service,M. J. Cuenco Ave,(032) 412 9005,3.5,(2),https://www.cebuanalhuillier.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Cebuana Lhuillier Services Corporation,Money transfer service,44 Felix Paras Street,(032) 470 9254,5.0,(1),https://www.cebuanalhuillier.com/pera-padala/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"STS. HIGHWAY, UNIT 07, THE NORTH ATRIUM, MC BRIONES, COR A. S. Fortuna St",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 5:00 pm
Ria Financial Services,Money transfer service,"894, Dr. T.S. Kintanar Street, Poblacion, Argao",(032) 645 7896,1.0,(2),http://www.riafinancial.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 9:00 pm
LBC EXPRESS,Money transfer service,"STA. LUCIA TOWN SQUARE, CANSAGA, CONSOLACION",(02) 8858 5999,5.0,(1),https://www.lbcexpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Open until 8:00 pm
