section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
Three Sixty Pharmacy,1.0,(1),Pharmacy,Francisco Llamas St,Open until 11:00 pm,(032) 416 3033,http://www.threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy,4.0,(1),Pharmacy,"Gaisano South Corner Colon & Leon Kilat Sts., Cebu Ctiy",Open until 8:30 pm,(032) 239 8203,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TGP The Generics Pharmacy,5.0,(1),Pharmacy,"LOT NO. 344 & 345 #276 KATIPUNAN ST., TOLEDO CITY, CEBU",Open until 9:00 pm,(032) 253 5367,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Angel’s Pharmacy,4.0,(1),Pharmacy,"Espina Compound, V Rama Ave",(032) 505 5921,Open until 9:00 pm,,,
Dell Pharmacy,1.0,(1),Pharmacy,"Kauswagan Road, Talamban",Open until 9:00 pm,(032) 415 9422,,,
Rose Pharmacy,3.7,(3),Pharmacy,North Road,Open until 11:00 pm,(032) 343 8173,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Threesixty Pharmacy,1.0,(1),Pharmacy,D. J Llorente,(032) 418 9997,Open until 9:00 pm,https://www.facebook.com/threesixtypharmacy,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy- Shopwise Basak,3.3,(3),Pharmacy,Cebu S Rd,Open until 12:00 am,(032) 261 0109,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mine Pharmacy,4.0,(1),Pharmacy,32 Tiburcio Padilla St,(032) 253 4080,Open until 9:00 pm,,,
The Realmed Pharmacy,1.0,(1),Pharmacy,"Zone Orra, Jayme St",(032) 232 1486,Open until 7:00 pm,https://www.facebook.com/realmedpharmacyofficial,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mpm Pharmacy,4.0,(3),Pharmacy,"J. Panis Street, Banilad",Open until 9:00 pm,0920 925 7300,,,
Nickmar Pharmacy and General Merchandise,3.0,(1),Pharmacy,"33, Salvador Street, corner Katipunan Street, Labangon",Open until 9:00 pm,(032) 414 5374,,,
KLP Pharmacy,5.0,(1),Pharmacy,98 Tres de Abril St,Open until 6:00 pm,(032) 326 3620,,,
Three Sixty Pharmacy,3.6,(5),Pharmacy,M. L. Quezon Ave,Open until 11:00 pm,(032) 262 0082,,,
The Generics Pharmacy - Urgello Branch,5.0,(1),Pharmacy,J. Urgello St,Open until 9:00 pm,(032) 254 5264,,,
SOUTHSTAR DRUG,5.0,(2),Pharmacy,"LEVEL 1 ROBINSONS CYBERGATE CEBU, DON MARIANO CUI ST.",Open until 9:00 pm,(032) 236 3971,http://www.southstardrug.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Generics Pharmacy,1.0,(1),Pharmacy,Talamban Hoghway,(032) 416 1799,Open until 9:00 pm,http://www.tgf.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
ThreeSixty Pharmacy,2.7,(6),Pharmacy,Gov. M. Cuenco Ave,Open until 12:00 am,(032) 256 1129,,,
Bing 368 General Merchandise and Pharmacy,4.0,(2),Pharmacy,"2332, Lomboy Street, Banawa",Open until 11:00 pm,(032) 253 4893,,,
Mom's Best Value Pharmacy,1.0,(1),Pharmacy,"Ground Floor, Sunergia Bldg., 85 Osmeña Blvd",Open until 9:00 pm,(032) 254 9983,http://momsbvpharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
July Pharmacy,1.0,(1),Pharmacy,Tagunol St,Open until 8:00 pm,(032) 416 3033,,,
Threesixty Pharmacy,4.0,(2),Pharmacy,,(032) 239 8203,Open until 8:30 pm,,,
NSH Pharmacy,5.0,(1),Pharmacy,Lakandula St,Open until 9:00 pm,(032) 262 2810,,,
The Generics Pharmacy,4.0,(1),Pharmacy,Hernan Cortes St,Open until 8:00 pm,(032) 236 1271,,,
Bing Pharmacy,5.0,(1),Pharmacy,H Abellana,Open until 9:00 pm,(032) 415 9422,,,
Threesixty Pharmacy,3.7,(3),Pharmacy,Kinasang-an,Open until 11:00 pm,(032) 239 7463,http://www.threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
La Nueva Pharmacy,4.0,(3),Pharmacy,499 F. Jaca St,Open until 7:00 pm,(032) 412 0781,,,
La Nueva Pharmacy,2.5,(2),Pharmacy,,Open until 11:00 pm,(032) 401 2621,,,
TGP The Generics Pharmacy,4.0,(1),Pharmacy,P. Lopez Street,Open until 9:00 pm,(032) 253 4080,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy,5.0,(1),Pharmacy,V. Padriga St,Open until 11:00 pm,(032) 266 6007,,,
Far Eastern Drug Incorporated,4.4,(14),Pharmacy,Osmeña Blvd,Open until 6:00 pm,(032) 255 8741,http://fareasterndrug.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
RRR Pharmacy,3.0,(1),Pharmacy,21 B. Rodriguez St,Open until 9:00 pm,(032) 412 4275,,,
La Nueva Pharmacy,5.0,(1),Pharmacy,Tres de Abril St,Open until 11:00 pm,(032) 239 4669,http://lanuevapharmacy.wordpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
R-Mart Pharmacy,3.6,(5),Pharmacy,70 F. Gonzales St,Open until 11:00 pm,(032) 256 2898,,,
The Generics Pharmacy,5.0,(1),Pharmacy,"RD Realty Building, Leyson Street, Talamban",Open until 9:00 pm,(032) 520 2269,,,
Rose Pharmacy,5.0,(2),Pharmacy,,Open until 10:00 pm,(032) 236 3971,,,
Mercury Drug,3.8,(5),Pharmacy,69 M. Velez St,Open until 9:00 pm,(032) 416 1799,http://www.mercurydrug.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sweet Mary Pharmacy,2.7,(6),Pharmacy,47 T. Padilla,Open until 12:00 am,(032) 416 7632,,,
ThreeSixty Pharmacy,3.0,(1),Pharmacy,Katipunan St,(032) 253 4893,Open until 11:00 pm,,,
Torch of Light Pharmacy,3.0,(1),Pharmacy,"81, A. Lopez Street, Labangon",Open until 9:00 pm,0920 856 3780,,,
Clark's Pharmacy,1.0,(1),Pharmacy,"E-Mall, Leon Kilat, Cor Natalio B. Bacalso Ave",Open until 8:00 pm,(032) 326 6173,,,
Three Sixty Pharmacy,4.0,(2),Pharmacy,,(032) 239 8203,Open until 8:30 pm,,,
Rose Pharmacy- Mandaue Centro,5.0,(1),Pharmacy,"Mandaue Public Market, Zamora St., Mandaue City, Cebu",Open until 9:00 pm,(032) 345 0330,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Alesia Pharmacy,5.0,(1),Pharmacy,"76, A. Lopez Street, Labangon",Open until 8:00 pm,(032) 261 2529,,,
Doctor's Choice,5.0,(1),Pharmacy,Don Jose Avila St,Open until 9:00 pm,(032) 253 6681,,,
Rose Pharmacy,4.0,(2),Pharmacy,Gaisano Tisa Labangon,Open until 8:30 pm,(032) 262 7387,,,
Threesixty Pharmacy,3.0,(2),Pharmacy,Francisco Llamas St,Open until 11:00 pm,(032) 261 6426,,,
Three Sixty,2.5,(2),Pharmacy,Pacalos Street,Open until 11:00 pm,(032) 416 3865,https://www.facebook.com/ThreeSixty-Pharmacy-Official-Fan-Page-300661136709388/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
ThreeSixty Pharmacy,4.5,(2),Pharmacy,General Maxilom Ave,Open until 9:00 pm,0905 370 4724,http://www.threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Generics Pharmacy,4.0,(1),Pharmacy,"CEBU SOUTH RD., NEAR PARDO PUBLIC MARKET, PARDO, CEBU CITY",Open until 9:00 pm,(032) 266 6007,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Amvicelan Pharmacy,4.4,(14),Pharmacy,621 Natalio B. Bacalso Ave,Open until 6:00 pm,(032) 272 4717,,,
Money Value Pharmacy and General Merchandise,3.0,(1),Pharmacy,"355, Vicente Rama Avenue, Calamba",Open until 9:00 pm,(032) 261 6263,,,
Generic Pharmacy,5.0,(1),Pharmacy,Tabada St,(032) 239 4669,Open until 11:00 pm,,,
Preferred Pharmacy and General Merchandise,3.6,(5),Pharmacy,"956, Cebu South Road, Bulacao",Open until 11:00 pm,(032) 273 1939,,,
Ana Pharmacy,5.0,(1),Pharmacy,Progreso St,Open until 8:00 pm,(032) 254 3127,,,
Gentle Care Pharmacy and General Merchandise,5.0,(2),Pharmacy,152 Francisco Llamas St,Open until 10:00 pm,(032) 414 4544,,,
Arise and Shine Pharmacy,3.8,(5),Pharmacy,"Panganiban Street, Central, Pahina",Open until 9:00 pm,(032) 418 4089,,,
Threesixty Pharmacy,5.0,(1),Pharmacy,Colon St,(032) 416 7632,Open until 12:00 am,http://threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy- Tabunok Market,3.0,(1),Pharmacy,"Tabunok Administrative Bldg., 12B Toledo - Tabunok Rd",Opens at 6:00 am,(032) 273 3583,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Threesixty Pharmacy,5.0,(1),Pharmacy,12b Toledo - Manipis Rd,Open until 10:00 pm,(032) 273 5135,http://www.threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
ThreeSixty Pharmacy,2.0,(1),Pharmacy,Gabuya St,Open until 10:00 pm,(032) 326 6173,,,
Generika Minglanilla 3,4.0,(2),Pharmacy,Natalio B. Bacalso S National Hwy,Open until 9:00 pm,0922 431 4310,https://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy,3.0,(1),Pharmacy,"Gaisano Capital SRP, Cebu South Coastal Rd",Open until 8:30 pm,(032) 401 0182,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
La Nueva Pharmacy,3.0,(2),Pharmacy,"GF, JL & Sons Bldg., Francisco Llamas St",Open until 11:00 pm,0932 307 6360,,,
Sweet Care Pharmacy and General Merchandise,5.0,(1),Pharmacy,"37, Salvador Street, Labangon",Open until 9:00 pm,(032) 414 5703,,,
Mercury Drug,4.3,(3),Pharmacy,Cebu S Rd,(032) 262 7387,Open until 8:30 pm,,,
Mercury Drug,4.3,(12),Pharmacy,Archbishop Reyes Ave,Open until 11:00 pm,(032) 234 0230,https://www.mercurydrug.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Vive Pharmacy,2.5,(2),Pharmacy,"858 Katipunan St., Tisa Cebu City",Open until 10:00 pm,0947 309 1923,,,
Cashmer Pharmacy,5.0,(1),Pharmacy,,Open until 10:30 pm,0905 370 4724,,,
Lythel's Pharmacy and General Merchandise,4.0,(1),Pharmacy,"M.L. Quezon Street, Maguikay",Open until 9:00 pm,(032) 345 1379,,,
Generika Drugstore,4.4,(14),Pharmacy,,Open until 9:00 pm,(032) 272 4717,https://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Three Sixty Pharmacy - Legaspi,3.0,(1),Pharmacy,"Legaspi Street corner Colon, Cebu City, Cebu",Open until 12:00 am,(032) 254 8601,https://www.facebook.com/threesixtypharmacy/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
H-Q General Merchandise Generics Pharmacy,5.0,(1),Pharmacy,282 Gorordo Ave,(032) 239 4669,Open until 11:00 pm,,,
Rose Pharmacy,3.3,(3),Pharmacy,Paseo Anastacia,Open until 10:00 pm,(032) 273 3583,http://rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Dr. Iben Ting Pharmacy,5.0,(1),Pharmacy,V. Urgello St,Open until 8:00 pm,(032) 254 3127,,,
Amor Servitum Humanita's Pharmacy,4.0,(1),Pharmacy,"Gullas Medical Center, Gov. M. Cuenco Ave",Open until 10:00 pm,(032) 346 9292,,,
Martha's Pharmacy,3.8,(5),Pharmacy,Unit 1 Dr. J.B. Vizcayno Arcade,(032) 418 4089,Open until 9:00 pm,,,
Zarri Oppra Pharmacy,5.0,(1),Faculty of pharmacy,oprra,Open until 12:00 am,(032) 262 7494,,,
Lalaine's Pharmacy,3.0,(1),Pharmacy,"25, Topaz Street, Tisa, Sta. Teresita Village",Opens at 6:00 am,(032) 261 4397,,,
TGP - The Generics Pharmacy - Figuracion Ritchy,5.0,(1),Pharmacy,S.B. Cabahug,Open until 6:00 pm,0932 250 7050,https://tgp.com.ph/branches/?city_id=26,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mercury Drug,2.0,(1),Pharmacy,Natalio B. Bacalso Ave,Open until 10:00 pm,(032) 272 0119,,,
La Nueva Pharmacy,5.0,(3),Pharmacy,"Cebu South Rd, Cebu S Rd",Open until 11:00 pm,0923 608 2066,http://lanuevapharmacy.wordpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
360 Pharmacy Kinasang - An,5.0,(2),Pharmacy,"1256 Natalio B. Bacalso Ave, Kinasang-an , Pardo Natalio B. Bacalso Ave",(032) 401 0182,Open until 8:30 pm,,,
Evercare Pharmacy,3.0,(2),Pharmacy,,Open until 5:00 pm,(032) 268 9520,,,
Rx Pharmacy,5.0,(1),Pharmacy,,(032) 414 5703,Open until 9:00 pm,,,
Dr. Iben Ting Pharmacy,4.3,(3),Pharmacy,"Don Mariano Cui Street, Capitol",(032) 262 7387,Open until 8:30 pm,,,
JBRG Pharmacy,4.3,(12),Pharmacy,Francisco Llamas St,Open until 11:00 pm,(032) 414 3325,,,
Martha's Pharmacy and General Merchandise,2.5,(2),Pharmacy,"Dr. Vizcayno Arcade, Talamban Road, Villa Leys, Sitio Sugarlandia",Open until 10:00 pm,(032) 345 6661,,,
SOUTHSTAR DRUG,5.0,(1),Pharmacy,"G/F UNIT 32 ISLAND CENTRAL MALL, MEZ 1",Open until 10:00 pm,(032) 266 0638,http://www.southstardrug.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TGP The Generics Pharmacy,4.0,(1),Pharmacy,"GF# 02 ZEREP COMMERCIAL CENTER, NO. 731-A M.L. QUEZON ST., CABANCALAN II, MANDAU",Open until 9:00 pm,(032) 345 1379,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Three Sixty Pharmacy - Jagobiao,4.4,(14),Pharmacy,Hiway Jagobiao,Open until 9:00 pm,(032) 420 9206,http://threesixtypharmacy.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Botica john pharmacy,3.0,(1),Pharmacy,Toledo - Tabunok Rd,(032) 254 8601,Open until 12:00 am,,,
TGP The Generics Pharmacy,5.0,(1),Pharmacy,"S.B. CABAHUG ST., IBABAO, MANDAUE CITY",Open until 9:00 pm,(032) 239 4669,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
La Nueva Pharmacy - Talisay,3.3,(3),Pharmacy,San Isidro Road,Open until 11:00 pm,(032) 462 9503,,,
TGP The Generics Pharmacy,5.0,(1),Pharmacy,"UNIT 48, APM PRIME MALL, BARGAIN PARADISE, CEBU CITY",Open until 9:00 pm,(032) 254 3127,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Generics Pharmacy,4.0,(1),Pharmacy,"National Highway, Basak",Open until 10:00 pm,(032) 421 1569,,,
Biomed Pharmacy,3.8,(5),Pharmacy,M. C. Briones St,Open until 9:00 pm,(032) 345 4510,http://www.biomedpharmainc.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"American Compounding Pharmacy, Inc.",5.0,(1),Pharmacy,"MGA Arcade, A. C. Cortes Ave",Open until 12:00 am,(032) 268 8278,,,
Trifon.Corey Pharmacy and General Merchandise,5.0,(1),Pharmacy,Mactan Circumferential Rd,(032) 261 4397,Opens at 6:00 am,,,
Subdivision Pharmacy and General Merchandise,5.0,(1),Pharmacy,"NLT Bldg, 1318 Minoza St",Open until 6:00 pm,(032) 417 6701,,,
Rose Pharmacy,2.5,(2),Pharmacy,"Insular Square, North Road",Open until 9:00 pm,(032) 238 4647,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TGP The Generics Pharmacy,5.0,(3),Pharmacy,"POBLACION OCCIDENTAL, CONSOLACION, CEBU CITY",Open until 9:00 pm,0923 608 2066,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Best Buy Pharmacy,5.0,(2),Pharmacy,Upper,(032) 401 0182,Open until 8:30 pm,,,
S & N PHARMACY,3.0,(2),Pharmacy,Sitio Pundok,Open until 9:00 pm,0932 262 5166,,,
Rose Pharmacy,3.3,(3),Pharmacy,"Bridges Town Square, Plaridel St",Open until 10:00 pm,(032) 268 7665,http://www.rosepharmacy.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Dexthan Pharmacy,4.3,(3),Pharmacy,P.Sanchez,(032) 262 7387,Open until 8:30 pm,,,
K&A Pharmacy,4.3,(12),Pharmacy,Centro,Open until 11:00 pm,(032) 233 7081,,,
Healthy Way Pharmacy,2.5,(2),Pharmacy,Paknaan St,Open until 10:00 pm,(032) 420 4700,,,
Thinkcare Pharmacy,5.0,(1),Pharmacy,Central Nautical Hwy,Open until 10:00 pm,(032) 406 0999,,,
TGP The Generics Pharmacy,4.0,(1),Pharmacy,"B. CENIZA ST., MANTUYONG, MANDAUE CITY, CEBU",Open until 9:00 pm,(032) 345 1379,http://www.tgp.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mercury Drug,3.0,(2),Pharmacy,S.B. Cabahug,Open until 9:00 pm,(032) 236 2779,https://www.mercurydrug.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Alfar Pharmacy Basak,3.0,(1),Pharmacy,Pagsabungan,Open until 12:00 am,0905 967 0312,,,
Generika Drugstore,5.0,(1),Pharmacy,"#64 Poblacion Occidental, Consolacion",Open until 10:00 pm,(032) 239 8349,http://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mercury Drug,4.0,(1),Pharmacy,Central Nautical Road,(032) 462 9503,Open until 11:00 pm,https://www.mercurydrug.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Watsons Ma. Cristina Bldg Osmena,4.4,(74),Pharmacy,Suite 401 Ma Cristina Bldg Osmena Blvd Capitol Site Cebu City,Open until 11:00 pm,(032) 253 8595,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Generika Drugstore,3.8,(4),Pharmacy,Unit 6 & 7 Green Strip S. E. Jayme ST. Paknaan Mandaue City,Open until 8:00 pm,0925 567 4949,http://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Alv Pharmacy,3.8,(5),Organic drug store,183 M. Velez St,Open until 9:00 pm,(032) 345 4510,,,
Generika Drugstore,5.0,(1),Drug store,"5, Green Orkid, N Escario St",Open until 8:00 pm,0932 188 6463,http://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
GENERIKA DRUGSTORE,5.0,(1),Drug store,Unit 104 Uytengsu Bldg. Colon ST. Cebu City,Open until 9:00 pm,0923 741 8780,http://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Threesixty Pharmacy - Llorente Street,3.7,(3),,J. Llorente Street 6000,Open until 6:00 pm,(032) 412 4151,,,
GENERIKA DRUGSTORE,2.5,(2),Drug store,Tanke Talisay City Cebu,Open until 11:00 pm,0917 830 1656,http://www.generika.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Berovan Marketing, Inc.",3.0,(6),Medical supply store,Osmeña Blvd,Open until 6:30 pm,(032) 253 4379,http://www.berovan.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Watsons J Mall Mandaue,4.8,(4),Health and beauty shop,G/F JMall Centre AS Fortuna Mandaue City,Open until 9:00 pm,(032) 520 2792,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
La Nueva Supermart,4.0,(116),Supermarket,M. C. Briones St,Open until 7:30 pm,(032) 255 8360,,,
Watsons SM Seaside Mall 2,3.6,(5),Health and beauty shop,"2/F SM Seaside Mall South Road Properties, Mambaling Cebu City",Open until 9:00 pm,(032) 256 5521,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Stop & Shop,4.3,(3),Clothing store,,Open until 8:00 pm,(032) 262 7387,,,
Watsons Robinsons Cybergate Cebu,4.0,(1),Health and beauty shop,132 Don Mariano Cui St,Open until 9:00 pm,(032) 316 0964,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bequilla Dental Clinic- Gaisano Capital SRP,3.8,(253),Dental clinic,"2nd Flr. Gaisano Capital SRP San Roque, SRP Highway",Open until 7:00 pm,(032) 341 4443,https://bequilla-dental-clinic.business.site/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Fooda Kasambagan,4.1,(459),Supermarket,F. Cabahug St,Open until 7:00 pm,(032) 260 1959,http://www.facebook.com/foodasaversmart,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy,5.0,(1),Pharmaceutical products wholesaler,24 Jose Maria del Mar St,(032) 345 1379,Open until 9:00 pm,https://www.rosepharmacy.com/store-finder/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Southern Pharmacy,4.5,(2),,445 Magallanes St,Open until 9:00 pm,(032) 256 0886,,,
Savemed Pharmacy,3.0,(1),Wholesale drugstore,Panganiban St,0905 967 0312,Open until 12:00 am,,,
Berovan Medical Supplies,1.3,(6),Medical supply store,"GF , Insular Square , 31 JP Rizal Street , Tabok , 6014 Mandaue City , Cebu",Open until 8:00 pm,(032) 520 9181,http://www.berovan.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Watsons Pacific Mall Mandaue,4.7,(3),Health and beauty shop,"Pacific Mall, Ibabao Street",Open until 9:00 pm,(032) 232 3265,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Avon,4.4,(74),Beauty supply store,"Binamira Building, Colon St",Open until 11:00 pm,(032) 255 3565,,,
Cebu Veterinary Doctors - Main Hospital,3.9,(118),Animal hospital,"Marijoy Building, Unit 107, 306 F. Ramos St",Open until 8:00 pm,(032) 256 3056,https://www.facebook.com/CebuVeterinaryDoctors/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Doctors Choice Pharmacy Co,3.8,(5),,"Don Jose Avila, corner Kamuning St",Open until 9:00 pm,(032) 253 6681,,,
Watsons Gaisano Grand Mall Jai Alai,3.9,(114),Health and beauty shop,"Gaisano Grand Jai-Alai, Candido Padilla St",Open until 10:00 pm,(02) 8696 1052,http://www.watsons.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
ThreeSixty Pharmacy,4.0,(2),Corporate office,Osmeña Blvd,Open until 5:00 pm,(032) 412 1412,,,
Big+Plus Mart,4.1,(177),Korean grocery store,Salinas Dr,Open until 6:00 pm,(032) 239 1095,,,
GAISANO CAPITAL SRP,3.9,(47),Supermarket,Cebu South Coastal Rd,0917 830 1656,Open until 11:00 pm,,,
Ching Pharmacy,3.0,(6),,62 Magallanes St,Open until 6:30 pm,(032) 256 1100,,,
Threesixty Pharmacy Head Office,4.8,(4),Physician,"Club Ultima, 819 Osmeña Blvd",(032) 520 2792,Open until 9:00 pm,,,
Japa Surplus Cebu,4.0,(116),Home goods store,,Open until 7:30 pm,0956 245 1061,https://www.facebook.com/pages/?category=your_pages&ref=bookmarks,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Rose Pharmacy,3.6,(5),,888 Hernan Cortes St,(032) 256 5521,Open until 9:00 pm,,,
Rose International Institute Of Beauty Inc. (Doing Business Under The Tradename Of Rose Institute Of Cosmetology And Pharmacy),4.3,(3),,16 Emilio Osmeña St,(032) 262 7387,Open until 8:00 pm,,,
Reroma'S Pharmacy,5.0,(1),,,Open until 9:00 pm,(032) 272 3255,,,
