section-result-title,cards-rating-score,section-result-num-ratings,section-result-cost,section-result-details,section-result-location,section-result-description,section-result-info,section-result-action href,section-result-action-icon src,section-result-action-text,e0HygkTYhQy__attribute-content,section-result-info 2,section-result-info 3
Jollibee,3.8,(111),₱,Fast Food,"i2 Bldg, Jose Maria del Mar St",Fast-food chain with Filipino flavors,(032) 236 8216,http://www.jollibee.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 8:00 pm,Temporarily closed
Chowking,3.8,(78),₱,Fast Food,G/F Gaisano Mactan,Fast-food chain with Filipino flavors,(032) 343 8888,,,,Delivery,Open until 10:00 pm,Temporarily closed
Yeth & Tess Quick Snack,4.0,(78),,Fast Food,812 Tres de Abril Street,Fast-food chain with Filipino flavors,(032) 236 7782,,,,Delivery · Takeaway,Open until 11:30 pm,
Shawarma Town,3.2,(6),,Fast Food,"Level 2, Ayala Center Cebu, Archbishop Reyes Avenue, Cebu Business Park, Cebu",Fast-food chain with Filipino flavors,(032) 254 0607,,,,Delivery,Open until 9:00 pm,Temporarily closed
Orange Brutus,3.8,(21),,Fast Food,R. Landon St,Fast-food chain with Filipino flavors,(02) 8253 0188,,,,Delivery,Open until 8:00 pm,
Chowking,3.7,(248),₱,Fast Food,V Rama Ave,Quick stop for familiar Chinese fare,(032) 254 1436,,,,Delivery,Open until 6:00 pm,
RC Restoderia,4.2,(40),,Fast Food,Juan Luna Avenue Extension,Fast-food chain with Filipino flavors,(032) 514 4858,,,,Delivery,Open until 8:00 pm,
Chowking,3.4,(92),₱,Fast Food,"solara, G/F, General Maxilom Ave",Quick stop for familiar Chinese fare,(032) 401 0533,,,,Delivery · Takeaway,Open until 6:00 pm,
Angel's Burger,3.0,(8),,Fast Food,37 Sampaguita St,Fast-food chain with Filipino flavors,Open until 10:00 pm,,,,Delivery,(032) 340 9713,Temporarily closed
Jollibee,3.8,(63),₱,Fast Food,Colon St,Fast-food chain with Filipino flavors,(032) 254 2036,http://www.jollibee.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:00 pm,Closed
Orange Brutus,3.0,(2),,Fast Food,,Fast-food chain with Filipino flavors,(032) 346 1121,http://orangebrutus.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 8:00 pm,
Z Tong/Ban Barbque Grill And Restaurant,4.1,(141),,Fast Food,7 Calan,Fast-food chain for grilled burgers,(032) 495 1481,,,,,Opens at 4:00 pm,Closed
Chowking,3.7,(10),₱,Fast Food,"Ground Floor, Grandmall Mandaue, Centro, Mandaue City, Cebu",Fast-food chain with Filipino flavors,(032) 260 4874,,,,Takeaway,Open until 10:00 pm,Temporarily closed
Chowking,3.3,(12),₱,Fast Food,"G/F, Parkmall, J. Luna Ave",Fast-food chain with Filipino flavors,(032) 343 8888,,,,Delivery,Open until 9:00 pm,Temporarily closed
High Blood Station,3.8,(74),,Fast Food,San Roque St,Iconic fast-food burger & fries chain,(032) 231 0919,,,,Delivery,Open until 2:00 am,
Chowking,4.5,(2),₱,Fast Food,"Country Mall, Banilad Rd",Fast-food fried chicken chain,Open until 10:00 pm,,,,Delivery,(032) 254 8570,
Orange Brutus,3.5,(8),,Fast Food,"Plaza Margarita, Sandayong",Fast-food chain with Filipino flavors,(032) 273 0487,http://www.orangebrutus.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 8:30 pm,
East Ocean Seafood Restaurant,4.3,(200),,Fast Food,J.Panis Street,Fast-food chain with Filipino flavors,(032) 231 3898,,,,Delivery,Open until 8:00 pm,Temporarily closed
Mamang's Bachoy,5.0,(2),,Fast Food,"3rd level, J Centre Mall",Fast-food chain with Filipino flavors,0917 874 4828,,,,Delivery,Open until 9:00 pm,
New White Gold House Restaurant,4.1,(52),,Fast Food,6000 G. Gaisano St,Fast-food chain with Filipino flavors,(032) 233 4390,,,,Delivery,Open until 9:00 pm,
Grill sa Salinas,3.8,(111),,Fast Food,"Salinas Drive, Lahug",Fast-food chain with Filipino flavors,(032) 232 7834,,,,Delivery,Open until 8:00 pm,Temporarily closed
Mang Inasal,4.0,(43),₱,Fast Food,"138 Mall, 088 Colon St",Fast-food chain with Filipino flavors,(032) 724 1111,http://www.manginasal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 8:00 pm,Temporarily closed
Zasmin Restaurant,4.0,(78),,Fast Food,"1st Floor, Cesar Foodland Building, Vicente Raman Avenue, 6000",Fast-food chain with Filipino flavors,(032) 344 2656,,,,Delivery · Takeaway,Open until 11:30 pm,
Ginabot sa Pardo,4.3,(44),,Fast Food,"cor. Dacalos and, J Tabura St",Fast-food chain with Filipino flavors,(032) 254 0607,,,,Delivery,Open until 9:00 pm,Temporarily closed
Mang Inasal,4.0,(7),,Fast Food,"Gaisano Fiesta Mall, South National Highway",Fast-food chain with Filipino flavors,0955 337 2420,http://www.manginasal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
Andok's,3.8,(9),,Fast Food,Juan Luna Ave Ext,Quick stop for familiar Chinese fare,Open until 6:00 pm,,,,Delivery,0932 916 7291,
Yellow Bee 24,5.0,(2),,Fast Food,"42 Wilson St, Apas, Cebu City, 6000 Wilson St",Fast-food chain with Filipino flavors,Open until 9:00 pm,,,,Delivery,(032) 514 4858,
Sweet Heaven Industries Corporation.,3.4,(92),,Fast Food,"J.P. Rizal Street Mandaue City, 6014 Cebu, Philippines",Quick stop for familiar Chinese fare,(032) 346 5291,,,,Delivery · Takeaway,Open until 6:00 pm,
ANGANA Kumain,3.0,(1),,Fast Food,Tungkop Rd,Fast-food chain with Filipino flavors,Open until 9:00 pm,,,,Delivery,(032) 412 8267,Temporarily closed
Dimsum Break,4.1,(8),,Fast Food,"G/F, Gaisano Fiesta Mall Tabunok, Cebu S Rd",Fast-food chain with Filipino flavors,(063) 491 7979,,,,Delivery,Open until 11:00 pm,Closed
Leylam Shawarma,3.5,(4),,Fast Food,"2nd Floor Robinsons Cybergate Cebu, Don Gil Garcia Street",Fast-food chain with Filipino flavors,(032) 505 8955,,,,Delivery,Open until 9:00 pm,
ARA Food and Print Express,5.0,(1),,Fast Food,Basak-Cagodoy-Bankal-Buaya Road,Korean fried chicken specialist,0945 694 4313,,,,,Opens at 4:00 pm,Closed
Turks Pueblo Verde Outlets Cebu,5.0,(2),,Fast Food,,Fast-food chain with Filipino flavors,0922 853 7010,https://facebook.com/TurksPuebloVerdeOutletsCebu,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 10:00 pm,Temporarily closed
Felix Batchoy,4.8,(4),,Fast Food,V Rama Ave,Fast-food chain with Filipino flavors,(032) 238 2478,,,,Delivery,Open until 11:00 pm,Temporarily closed
Mang Inasal,3.5,(56),₱,Fast Food,"Osmeña Blvd, corner F. Gonzales St",Iconic fast-food burger & fries chain,(02) 8898 7777,http://www.manginasal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 11:00 pm,
Jollibee 138 Mall Colon,5.0,(1),,Fast Food,"138 Mall, 138 Colon St",Fast-food fried chicken chain,Open until 10:00 pm,,,,Delivery,(032) 272 9291,
Chowking,3.5,(29),₱,Fast Food,"Level 1, Starmall Azienda, Lawaan 1, Talisay City",Fast-food chain with Filipino flavors,(032) 233 8340,http://www.chowkingdelivery.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 8:30 pm,Temporarily closed
Mang Inasal,3.5,(20),₱,Fast Food,"SM Seaside City, Cebu South Coastal Rd",Fast-food chain with Filipino flavors,(032) 341 4408,http://www.manginasal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Temporarily closed
Okinawa Heat - SM Foodcourt,5.0,(2),,Fast Food,SM City Cebu,Fast-food chain with Filipino flavors,Open until 9:00 pm,,,,Delivery,0917 874 4828,
Chowking,3.1,(25),₱,Fast Food,"Unit 131, G/F, Gaisano Country Mall, Banilad, Cebu City",Fast-food chain with Filipino flavors,(032) 343 8888,,,,Delivery,Open until 9:00 pm,Temporarily closed
Jollibee,2.9,(11),,Fast Food,,Fast-food chain with Filipino flavors,Open until 8:00 pm,,,,Delivery,(02) 8854 5692,Temporarily closed
Jollibee,4.1,(599),₱,Fast Food,"East Plaza Arcade, N. B Natalio B. Bacalso S National Hwy",Fast-food chain with Filipino flavors,(032) 266 5367,http://www.jollibee.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 8:00 pm,Temporarily closed
Chowking,4.1,(361),₱,Hong Kong style fast food restaurant,W Geonzon St,Quick stop for familiar Chinese fare,(032) 231 4921,http://www.chowking.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:30 pm,
KFC,4.3,(3),₱,Fast Food,SM,Fast-food chain with Filipino flavors,(032) 266 2405,http://www.kfc.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Temporarily closed
Chowking,2.8,(10),,Fast Food,G/F Gaisano Country Mall,Quick stop for familiar Chinese fare,0955 337 2420,,,,Delivery,Open until 10:00 pm,
Jafar's Shawarma Station,3.1,(16),,Fast Food,Ayala Center Cebu,Quick stop for familiar Chinese fare,0932 916 7291,,,,Delivery,Open until 10:00 pm,
KFC Fuente Osmeña,3.8,(336),₱,Fast Food,"Doña Luisa Building, G/F, Fuente Osmeña Cir",Fast-food fried chicken chain,0917 812 8866,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
Mang Inasal,2.7,(13),₱,Fast Food,G/F Gaisano Fiesta Mall Tabunok 6045,Quick stop for familiar Chinese fare,(02) 8854 5692,https://www.manginasal.com/storelocation/talisay-gaisano-tabunok/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 8:00 pm,
Burger King,2.6,(13),,Fast Food,Mactan Cebu International Airport Terminal 2,Fast-food chain with Filipino flavors,Open until 9:00 pm,,,,Delivery,(032) 412 8267,Temporarily closed
KFC Mandaue,4.0,(421),₱,Fast Food,"RAMCAR Building, M. C. Briones Avenue, Maguikay Mandaue",Fast-food fried chicken chain,0917 812 6344,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:00 pm,Closed
KFC E Bloc 3,3.9,(50),₱,Fast Food,"eBloc 3 Tower, Stall 109 Level 1, G/F",Fast-food fried chicken chain,0917 681 2134,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
KFC Parkmall,3.7,(75),₱,Fast Food,168 Park Mall Dr,Fast-food fried chicken chain,0917 812 6927,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Closed
Cebu Lumpia House,4.0,(56),,Fast Food,262 Manalili St,Fast-food chain with Filipino flavors,(032) 254 4675,http://www.cebulumpiahouse.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 5:30 pm,Temporarily closed
KFC Cebu IT Park,3.9,(67),₱,Fast Food,G/F i2 & i3 Building Asia Town IT Park Apas,Fast-food fried chicken chain,0917 812 9196,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:00 pm,Temporarily closed
KFC F. Cabahug,3.8,(258),₱,Fast Food,F. Cabahug St,Fast-food fried chicken chain,0917 506 6046,http://kfc.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:00 pm,
Goldilocks Bakeshop,3.0,(2),₱₱,Fast Food,"Tisa Street, Labangon",Fast-food fried chicken chain,(032) 262 6428,,,,Delivery,Open until 10:00 pm,Temporarily closed
The Burger Joint,4.5,(721),,Hamburger,"The Gallery, Pope John Paul II Avenue, Golam Dr",Fast-food chain with Filipino flavors,0967 298 0197,https://facebook.com/burgerjointcebu,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 6:00 pm,Temporarily closed
Tokyo Tokyo,3.3,(8),₱₱,Japanese,"SM Seaside, F Vestil St Cor SRP",Fast-food chain with Filipino flavors,(032) 341 4408,http://www.tokyotokyo.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Temporarily closed
Ngohiong Express,3.8,(22),,Takeout Restaurant,Francisco Llamas St,Fast-food chain with Filipino flavors,(032) 414 4915,http://www.facebook.com/Ngohiong-Express-217885914902378/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,
Flame It Burgers And Sausages,4.3,(13),,Takeout Restaurant,Pope John Paul II Ave,Fast-food chain with Filipino flavors,(032) 260 0709,https://www.facebook.com/pages/Flame-It-Burgers-and-Sausages/221723358016572,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,Temporarily closed
Bigby's Cafe,4.3,(21),,Restaurant,,Fast-food chain with Filipino flavors,(02) 8854 5692,http://www.bigbyscafe.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Temporarily closed
Alzen's Food station,2.3,(3),,Restaurant,236-230 Tres de Abril St,Fast-food chain with Filipino flavors,0999 460 1136,,,,Delivery,Open until 8:00 pm,Temporarily closed
STREET YARD,4.5,(80),,Restaurant,"Park Mall, A1 Ouano Avenue",Quick stop for familiar Chinese fare,0933 542 4639,https://www.streetyard.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:30 pm,
Shakey's Pizza Parlor,4.4,(19),,Pizza,,Casual pizza chain with a kids' fun zone,(032) 266 2405,https://www.shakeyspizza.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Temporarily closed
TGI Fridays,4.2,(43),₱₱₱,American,Gen. Maxilom Ext,Lively American restaurant & bar chain,Open until 10:00 pm,,,,Delivery,0955 337 2420,
Max's Restaurant,4.0,(88),₱₱,Filipino,,Chain eatery for Filipino fried chicken,(032) 232 6627,,,,Delivery,Open until 10:00 pm,
Somac Korean Restaurant,4.4,(411),₱₱,Korean,Pope John Paul II Ave,Fast-food fried chicken chain,(032) 401 3209,http://www.facebook.com/Somackoreanrestaurant,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 7:00 pm,
Bigby's,3.9,(107),,Restaurant,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Quick stop for familiar Chinese fare,(032) 234 2495,http://www.bigbyscafe.net/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 11:00 pm,
Chicka Loka Grill n Bbq,4.3,(22),,Takeout Restaurant,M. J. Cuenco Ave,Fast-food chain with Filipino flavors,(032) 423 0599,,,,Takeaway,Open until 12:00 am,Temporarily closed
TGI FRIDAYS,4.1,(547),₱₱₱,American,"Ground level, The Terraces Ayala Center Cebu, 6000",Lively American restaurant & bar chain,(032) 231 8443,https://www.tgifridays.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 11:00 pm,Closed
Special Ngohiong Express,4.1,(17),,Restaurant,"Gaisano Savers, Maximo V. Patalinghug Jr. Ave.",Fast-food fried chicken chain,(032) 236 6589,,,,Delivery,Open until 9:00 pm,
Sbarro,3.9,(15),,Pizza,"ayala center cebu, Archbishop Reyes Ave Cebu Business Park",Fast-food fried chicken chain,(032) 233 6186,http://www.sbarro.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Closed
Ngohiong Express,4.2,(18),,Restaurant,SRP Access Road,Fast-food chain with Filipino flavors,(032) 410 6891,https://www.facebook.com/Ngohiong-Express-217885914902378/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 5:30 pm,Temporarily closed
Bonchon Chicken,4.1,(118),₱₱,Chicken,"Ayala Center Cebu, Bohol Ave, The Terraces",Korean fried chicken specialist,(032) 266 0488,http://bonchon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:30 pm,Temporarily closed
Dimsum Break,4.1,(44),₱₱,Dim Sum,139 Colon St,Fast-food fried chicken chain,(032) 255 0333,http://www.dimsumbreak.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
The Y LAME Carenderia,4.5,(25),,Restaurant,S Jayme St,Fast-food fried chicken chain,0915 725 3152,,,,Delivery,Open until 12:00 am,Temporarily closed
Kikomeister's,4.5,(721),,Takeout Restaurant,86 F. Ramos St,Fast-food chain with Filipino flavors,0942 002 5228,https://www.facebook.com/pages/Kikomeisters-Mexican-Food-Snack/571563916197663,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 8:00 pm,Temporarily closed
McDonald's Paseo Arcenas,4.4,(396),₱,Restaurant,Salvador St,Iconic fast-food burger & fries chain,(032) 511 0346,http://www.mcdelivery.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 6:00 pm,Temporarily closed
JSAMM'S EATERY,4.0,(2),,Restaurant,"G/F Coast Pacific Building, 109-1 Sanciangko St",Fast-food chain with Filipino flavors,(032) 412 3308,https://www.facebook.com/Jsamms-Eatery-834743666594188/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,
The Manila Foodshoppe,4.1,(19),,Restaurant,"SM City Cor Cabahug And Kaoshiung St, 6000, Juan Luna Ave Ext",Fast-food chain with Filipino flavors,(032) 231 8008,https://www.facebook.com/pages/Manila-Foodshoppe/185632971485772,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,Temporarily closed
Manila Foodshoppe,4.1,(155),,Restaurant,"Capitol Square, N Escario St",Fast-food chain with Filipino flavors,(032) 255 5505,,,,Delivery,Open until 10:00 pm,Temporarily closed
Max's Restaurant BTC,3.9,(89),₱₱,Restaurant,"GCA Building, 13 Gov. M. Cuenco Ave",Chain eatery for Filipino fried chicken,(032) 236 3823,http://www.maxschicken.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Temporarily closed
Top 'N Dog,4.5,(80),,Takeout Restaurant,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Quick stop for familiar Chinese fare,0933 542 4639,https://www.facebook.com/TopNDog-102451573274878/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 10:00 pm,
Maxs Restaurant,4.0,(33),₱₱,Filipino,"3rd Level SM City corner Cabahug and Kaoshiung Streets, Mabolo, 6000, Juan Luna Extension",Chain eatery for Filipino fried chicken,(032) 232 0728,https://www.maxschicken.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Temporarily closed
Sbarro,3.9,(19),,Pizza,SM City Cebu - Motorcycle Parking 2,Fast-food chain for pizza & pasta,(032) 232 6182,http://www.sbarro.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
Mr. Potato,4.0,(88),,Takeout Restaurant,M. Logarta St. Inside North Bus Terminal,Chain eatery for Filipino fried chicken,0925 635 9454,https://www.facebook.com/MR.POTATOMLHUILLIER/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 7:00 pm,
Snowsheen Restaurant,3.9,(57),,Filipino,Osmeña Blvd,Fast-food fried chicken chain,(032) 255 7576,,,,Delivery,Open until 10:00 pm,
Gerry's Grill - Robinsons Galleria Cebu,4.1,(77),₱₱,Filipino,General Maxilom Ave Ext,Quick stop for familiar Chinese fare,(032) 231 4738,http://www.gerrysgrill.com/ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery · Takeaway,Open until 11:00 pm,Temporarily closed
Mr. Potato,4.3,(22),,Takeout Restaurant,Mactan,Fast-food chain with Filipino flavors,0923 924 8599,http://www.facebook.com/MR.POTATOMLHUILLIER/timeline,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 8:30 pm,Temporarily closed
Pakû by Chef Binux 2 - Mango Ave.,3.9,(99),,Restaurant,"1st Floor, Sampaguita Suites, Gen. Maxilom Ave. (Mango Ave, Brgy",Lively American restaurant & bar chain,(032) 514 9240,https://www.facebook.com/pakubinux2,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Closed
Mr. Potato,4.1,(17),,Takeout Restaurant,"APM Mall Building, A. Soriano Ave, Nra",Fast-food fried chicken chain,(032) 354 5330,http://www.facebook.com/MR.POTATOMLHUILLIER,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,
Tokyo Tokyo Philippines,3.6,(22),₱₱,Japanese,"G/F, SM Seaside, Reclamation Area",Fast-food fried chicken chain,(02) 7957 7641,https://www.tokyotokyo.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Closed
Baboy 1983,3.8,(4),,Restaurant,General Maxilom Ave,Fast-food chain with Filipino flavors,(032) 514 9240,https://www.facebook.com/baboy1983/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 10:00 pm,Temporarily closed
Susan's Place,4.1,(86),,Restaurant,1452 M. J. Cuenco Ave,Korean fried chicken specialist,(02) 8513 2242,,,,Delivery,Open until 11:00 pm,Temporarily closed
BonChon,2.9,(9),₱₱,Restaurant,SM Seaside City,Korean fried chicken specialist,(032) 231 7616,http://bonchon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,
Mr. Potato,4.5,(25),,Takeout Restaurant,Humay-Humay Rd,Fast-food fried chicken chain,0915 725 3152,https://www.facebook.com/MR.POTATOMLHUILLIER/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 8:30 pm,Temporarily closed
Sinjeon Topokki,4.2,(54),,Restaurant,Skyrise 1,Fast-food chain with Filipino flavors,0966 995 6626,https://sinjeon-topokki.business.site/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 2:00 am,Temporarily closed
Max’s Restaurant,3.7,(3),₱₱,Filipino,General Maxilom Ave Ext,Chain eatery for Filipino fried chicken,0998 960 3990,https://www.maxschicken.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 6:00 pm,Temporarily closed
Cebu Lumpia House (City Soho Mall branch),3.9,(179),,Takeout Restaurant,"2F City Soho Mall B. Rodriguez Street Cebu City Cebu PH 6000, B. Rodriguez St",Fast-food chain with Filipino flavors,(032) 412 3308,http://www.facebook.com/lumpiahouse,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,
Special Ngohiong Express,5.0,(1),,Takeout Restaurant,85 Osmeña Blvd,Fast-food chain with Filipino flavors,Open until 9:00 pm,https://www.facebook.com/Ngohiong-Express-217885914902378/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,(032) 231 8008,Temporarily closed
Mr. Potato,4.1,(155),,Takeout Restaurant,"Ultra Vistarama, Legaspi St",Fast-food chain with Filipino flavors,(032) 354 5330,http://www.facebook.com/MR.POTATOMLHUILLIER,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 7:45 pm,Temporarily closed
Pizza Hut Fuente Osmena,3.8,(127),₱₱,Pizza,"Pizza Hut Fuente Osmena, Angeles Du Building 2, Fuente Osmena",Casual pizza chain with wide selection,(032) 255 0700,http://www.pizzahut.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,Temporarily closed
032 Ngohiong House,4.0,(1),,Restaurant,F. Cabahug St,Quick stop for familiar Chinese fare,0932 679 9749,http://facebook.com/032ngohionghouse,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Reopens at 4:00 pm,Closed
Ngohiong Express,4.0,(33),,Restaurant,"Ayala access road (axis), Mactan St",Chain eatery for Filipino fried chicken,(032) 401 2592,https://www.facebook.com/Ngohiong-Express-217885914902378/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Temporarily closed
Ngohiong Express,3.8,(9),,Restaurant,J Lorente,Fast-food chain for pizza & pasta,(02) 3412 7823,https://www.facebook.com/Ngohiong-Express-217885914902378/info/?tab=overview,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 10:00 pm,
Bigby's Cafe & Restaurant - SM Seaside,4.0,(8),,Restaurant,"Lower Ground Floor, Mountain Wing SM Seaside City",Chain eatery for Filipino fried chicken,0956 598 3417,http://bigbyscafe.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 9:00 pm,
Susan's Place,3.9,(57),,Restaurant,"6000, 478 M. J. Cuenco Ave",Fast-food fried chicken chain,(032) 513 2242,,,,Delivery,Open until 10:00 pm,
Ngohiong Express,3.6,(56),,Restaurant,J. Luna Avenue,Quick stop for familiar Chinese fare,(032) 412 7823,,,,Delivery · Takeaway,Open until 11:00 pm,Temporarily closed
032 Ngohiong House,4.5,(2),,Restaurant,728 M. L. Quezon Ave,Fast-food chain with Filipino flavors,0933 519 2096,https://m.facebook.com/032ngohionghouse/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Takeaway,Open until 8:00 pm,Temporarily closed
Tokyo Tokyo Philippines,2.6,(15),₱₱,Japanese,"G/F, SM City Cebu, Juan Luna Avenue",Lively American restaurant & bar chain,(032) 318 4051,https://www.tokyotokyo.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website,Delivery,Open until 9:00 pm,Closed
