section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
Colors and Peach,4.6,(21),Beauty salon,Pres. Roxas St,Temporarily closed,(032) 342 8661,https://www.facebook.com/colorsandpeach/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Jonas Borces Salon,2.0,(2),Beauty salon,Talamban Rd,Temporarily closed,(032) 505 7805,,,
Bench Fix,3.1,(7),Beauty salon,General Maxilom Ave Ext,Temporarily closed,0923 950 4134,,,
David's Salon,3.7,(3),Beauty salon,"L2 , SM City Consolacion, Cebu North Road , 6001 Consolacion , Cebu",Temporarily closed,(032) 260 0869,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bella Ruby Santos,2.5,(2),Beauty salon,Natalio B. Bacalso Ave,Temporarily closed,0949 795 5702,,,
D'Che Consolacion,5.0,(1),Beauty salon,"GF MGM Bldg., Central Nautical Hwy",Temporarily closed,(032) 424 9111,https://nearbyph.com/pages/dche-consolacion/113735,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lay Bare Waxing Salon - Parkmall Cebu,4.1,(8),Waxing hair removal service,"Ouano Avenue, Mandaue Reclamation Area, Mandaue City",Temporarily closed,(032) 266 9865,https://lay-bare.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lashesta Eyelash and Nail Studio マツエク ネイル 日本人 サロン,5.0,(38),Beauty salon,Sacris Road,Temporarily closed,0916 657 6464,https://www.facebook.com/LashestaCebu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Chin Korean Hair Salon,3.4,(9),Hair salon,"One Acacia Place, Unit 5, Acacia St",Temporarily closed,(032) 417 1395,,,
Salon De Rose,5.0,(1),Beauty salon,"Central Bloc, V. Padriga St",Temporarily closed,(032) 513 1674,,,
Benefit Cosmetics Boutique & BrowBar lounge,4.4,(10),Beauty salon,"G/F Ayala Center Cebu, Archbishop Reyes Ave",Temporarily closed,(032) 326 7126,https://www.benefitcosmetics.com/ph/en/beauty-services,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Myshing - Hair and Nail Studio,5.0,(1),Beauty salon,"GMC Arcade, M.L. Quezon National Highway",Temporarily closed,(032) 340 5351,,,
Franzy Hair Salon,3.0,(1),Hair salon,V Rama Ave,Temporarily closed,(032) 254 4647,,,
Lay Bare Waxing Salon,4.2,(32),Waxing hair removal service,"Northwing, A2106, SM City Cebu, Juan Luna Avenue, NRA, Cebu City 6000",Temporarily closed,(032) 505 7805,http://www.lay-bare.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tony & Jackey - SM Cebu,3.5,(8),Hair salon,"SM Cebu, 2nd Floor Northwing Main Mall, Juan Luna Ave Ext",Temporarily closed,(032) 236 5201,http://www.bangsprimesalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Secret B Nail,4.0,(6),Nail salon,82 N Escario St,Temporarily closed,(032) 346 6118,,,
No Strips Waxing Salon-Raintree Mall,4.5,(35),Waxing hair removal service,"GF Raintree Mall, F. Ramos St",Temporarily closed,0936 910 2586,https://www.facebook.com/nostripswaxingsalon/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Salon De Rose,4.6,(13),Hair salon,V Rama Ave,Temporarily closed,(032) 253 6220,http://www.salonderose.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lay Bare Waxing Salon - Ayala Center Cebu,3.8,(22),Waxing hair removal service,"Unit PL 24 Basement 2, Ayala Center Cebu",Temporarily closed,0977 789 3740,http://www.lay-bare.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Wondernails,2.3,(3),Nail salon,"L3 , Pacific Mall Mandue , 168 MC Briones Street Corner Un. Avenue , 6014 Mandaue City , Cebu",Temporarily closed,(032) 239 7956,,,
Unnie nail art salon,4.0,(2),Nail salon,"Llaban building, Nasipit Road",Temporarily closed,0977 029 6586,https://unnie-nail-art-salon.business.site/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Expose,4.3,(3),Hair salon,"Crossroads Mall, Gov. M. Cuenco Ave",Temporarily closed,(032) 231 6550,,,
Posh Nails,1.0,(4),Nail salon,"SM Ice Skating Rink, Cebu South Coastal Rd",Temporarily closed,0923 950 4134,,,
Jufel hair salon,3.7,(3),Hair salon,G.Y. Dela Serna St,Temporarily closed,0919 710 8114,https://jufel-hair-salon.business.site/?utm_source=gmb&utm_medium=referral,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Coco Hair Studio,2.5,(4),Hair salon,"Park Mall, Ouano Avenue",Temporarily closed,(032) 516 4705,,,
Luce Hair Cafe,3.7,(7),Hair salon,"A And H . Building, Gov. M. Cuenco Ave",Temporarily closed,(032) 232 9199,http://www.facebook.com/lucehaircafe,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Jonas Borces Hair & Makeup Studio,3.8,(13),Hair salon,,Temporarily closed,(032) 401 0233,,,
Franzy Hair Salon,2.6,(15),Hair salon,"SM City Cebu, Juan Luna Ave Cor Cabahug And Kaoshiung St",Temporarily closed,(032) 260 3331,https://www.facebook.com/pages/Franzy-Hair-Salon-SM-Cebu/262569267213116,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Prisca Hollywood Nails and Spa,2.0,(7),Nail salon,"Zone, Basement, Beauty and Wellness, First St",Temporarily closed,(032) 267 4946,,,
Jumbo Nail Café,5.0,(1),Nail salon,2 M.L. Quezon National Highway,Temporarily closed,(032) 513 1674,,,
Hey Sugar Waxing Salon,4.8,(11),Waxing hair removal service,"Ayala Center Cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Temporarily closed,(032) 326 7126,http://heysugar.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lay Bare Waxing Salon - Banilad Town Centre,4.3,(28),Waxing hair removal service,"2nd Floor North Town Centre,, Gov. M. Cuenco Avenue",Temporarily closed,(032) 415 1545,http://www.lay-bare.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Myface 'n Mynails,3.0,(1),Nail salon,"Starmall, N. Bacalso National Highway",Temporarily closed,(032) 254 4647,http://www.facebook.com/myfacenmynails,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
nail a holics,3.5,(24),Nail salon,"Ayala Center cebu, Archbishop Reyes Ave Cebu Business Park",Temporarily closed,(032) 505 7805,https://mobile.facebook.com/nailaholics,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Top Nail,3.9,(10),Nail salon,"Marina Mall, Mactan",Temporarily closed,0905 331 5387,,,
David's Salon,3.9,(98),Hair salon,"Ayala Center, Archbishop Reyes Ave",Temporarily closed,(032) 231 3988,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
No Strips Waxing Salon-Robinsons Galleria Cebu,5.0,(1),Waxing hair removal service,Gen. Maxilom Ext,Temporarily closed,0942 298 9113,https://www.instagram.com/nostripswaxingsalon/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pink Strawberry Spa Salon,3.0,(4),Beauty salon,"GQS Plaza, Gov. Cuenco Ave., Banilad",Temporarily closed,0916 214 7324,,,
Princess Hour Nail Shop,4.1,(29),Nail salon,Salinas Dr,Temporarily closed,(032) 319 1191,http://www.facebook.com/pages/Princess-Hours-Nail-Shop/262710710455888,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Nail- A - Holics,4.5,(4),Nail salon,"SM Seaside, South Coastal Rd Corner Mambaling Ext South Road Properties",Temporarily closed,(032) 239 7956,http://www.facebook.com/nailaholics/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Franzy Salon,3.0,(1),Hair salon,Gaisano Fiesta Mall,Temporarily closed,(032) 273 7503,,,
Nail Grida,4.3,(21),Nail salon,,Temporarily closed,(032) 231 6550,,,
Franzy Salon,3.0,(3),Hair salon,"SM Hypermarket, Kadaugan Ave",Temporarily closed,(032) 340 6360,,,
Ozen Nailash Salon,4.1,(15),Nail salon,"Main Mall 109B, Banilad Town Centre, Gov. M. Cuenco",Temporarily closed,0906 443 3101,https://www.facebook.com/profile.php?id=100006455336610,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Vi VOGUE,4.0,(23),Nail salon,"Unit 10, Meerea High Street,Looc, Ouano Avenue",Temporarily closed,0929 482 1129,http://vivogue.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Euron Hair Salon,5.0,(1),Hair salon,MV. Patalinghug Jr Ave,Temporarily closed,0923 684 7608,,,
Benefit Cosmetics Boutique & BrowBar lounge,3.8,(13),Waxing hair removal service,"SM Seaside City Cebu, South Road Properties, Brgy Mambaling, Cebu City 6000 Upper Ground Level, City Wing",Temporarily closed,0920 681 3083,https://www.benefitcosmetics.com/ph/en/beauty-services,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
NailPlay,5.0,(19),Nail salon,"Behind Henry's Hotel, #1 Paseo Saturnino",Temporarily closed,(032) 520 3944,https://nailplayphilippines.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cut Encarnacion Group Of Salon,3.2,(72),Hair salon,"Cebu Columbia Photo Supply Building, Colon St",Temporarily closed,(032) 263 7173,,,
Salon4U,4.3,(37),Hair salon,"Light Site, A. S. Fortuna St",Temporarily closed,(032) 239 8300,,,
Excellent Salon,3.8,(6),Hair salon,"6000, 1515 Cebu S Rd",Temporarily closed,(032) 326 7126,,,
Minkz 2 Salon,5.0,(1),Hair salon,Rahmann St,Temporarily closed,(032) 326 3441,http://www.facebook.com/Minkz2Salon,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
887 Rebonding,4.0,(1),Hair salon,"Sarrosa International Hotel, F. Cabahug St",Temporarily closed,(032) 516 3422,,,
Kizuna Aesthetic Center by Dr.Select,5.0,(2),Hair salon,B2 Robinsons Galleria Cebu General Maxilom Avenue,Temporarily closed,(032) 505 7805,,,
Tony & Jackey,3.7,(6),Hair salon,"SM City Cebu, Juan Luna Avenue Corner Cabahug And Kaoshiung St",Temporarily closed,(032) 526 5816,http://www.tandjsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
D'che,3.9,(98),Hair salon,"MGM Building, National Highway Road",Temporarily closed,(032) 424 9111,http://www.facebook.com/DcheSalon,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Beauté d'Argile,5.0,(1),Spa,"Above Cable Car, Paseo Saturnino",Temporarily closed,(032) 268 2349,,,
Dche Salon,4.7,(3),Hair salon,Bag ong Daan Road,Temporarily closed,(032) 424 8111,,,
Revlon,4.1,(29),Beauty supply store,"South Town Centre, South Road National Highway",Temporarily closed,(032) 319 1191,http://www.revlon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Revlon,4.5,(4),Beauty supply store,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Temporarily closed,(032) 239 7956,http://www.revlon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Shangri-La's Mactan Resort and Spa, Cebu",4.6,"(7,102)",5-star hotel,Punta Engaño Rd,Temporarily closed,(032) 231 0288,http://www.shangri-la.com/cebu/mactanresort/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Face Shop,3.0,(1),Beauty supply store,"SM Seaside, F Vestil St Cor SRP",Temporarily closed,(02) 8546 1387,,,
Chin's Beauty Salon & Spa,3.0,(3),,1 Queens St,Temporarily closed,Open until 9:00 pm,,,
The Face Shop,4.0,(5),Beauty supply store,"SM City Cebu, Juan Luna Ave. Cor. Cabahug And Kaoshiung St.",Temporarily closed,(032) 238 3659,http://international.thefaceshop.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Crimson Resort and Spa Mactan,4.6,"(3,682)",5-star hotel,,Temporarily closed,(032) 401 9999,http://www.crimsonhotel.com/mactan,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Revlon,5.0,(1),Cosmetics store,"SM City Cebu, SM Department Store, Juan Luna Avenue, F. Cabahug Street",Temporarily closed,(032) 231 0058,,,
Escada,3.8,(13),Cosmetics store,"Upper Ground Floor Rustans Ayala Center, Bohol Avenue",Temporarily closed,(032) 231 5641,,,
Human Heart Nature,4.4,(42),Cosmetics store,52 Jones Ave,Temporarily closed,(032) 412 9696,https://humanheartnature.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Maanyag SPA,3.0,(3),Spa,"ayala center cebu, Archbishop Reyes Avenue Cebu Business Park",Temporarily closed,(032) 263 7173,https://www.facebook.com/pages/Maanyag-Salon/170243036367967,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
BAMBOO Massage & Wellness,1.0,(1),Massage spa,Basak-Marigondon Rd,Temporarily closed,0915 760 2580,,,
Beauty & Butter Nail Lounge SM Bacolod,3.8,(6),Nail salon,"North Wing Reclamation Area, SM City",Temporarily closed,0917 823 0179,https://www.facebook.com/BeautyandButter,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Beauty and Beyond Mango Avenue,5.0,(1),Skin care clinic,"Mango, Unit 202 Manros Place",Temporarily closed,,http://www.beautyandbeyondphilippines.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Liz Massage & Spa,3.8,(28),Massage spa,Bagumbayan 1,Temporarily closed,(032) 505 3396,,,
Get It Beauty! Korean Salon,5.0,(2),,Salinas Dr,Temporarily closed,,,,
Happy Tree Spa,4.3,(108),Massage spa,"shangs island town center M.L. Quezon National Highway, Maribago",Temporarily closed,0927 677 1435,https://web.facebook.com/happytreespa,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
olle SPA,4.4,(40),Massage spa,dadag,Temporarily closed,0945 988 7377,,,
Beauty and Beyond,5.0,(3),Skin care clinic,"Streetscape Strip Mall, Paseo Saturnino",Temporarily closed,(032) 236 7432,http://www.beautyandbeyondphilippines.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Frances Beauty Clinic & Training Centre,4.7,(3),,,Temporarily closed,(032) 336 2613,,,
Bangs Tony & Jackey,3.7,(15),Hair salon,"Sm City, Benigno Aquino Jr.Ave",Temporarily closed,(02) 8526 1965,http://www.bangsprimesalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TUF barbershop,4.7,(78),Barber shop,"Capitol Square, NIC-1 Bldg, 2nd Flr., N Escario St",Temporarily closed,0917 113 8831,http://tufbarbershop.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Davids Salon,4.6,"(7,102)",,"Basement Marco Polo Hotel, Gorordo Ave., Lahug, Cebu City 6000",Temporarily closed,(032) 253 8910,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Juro Salon Exclusif,4.1,(7),Beauty salon,"Unit 2D, Kensington Place, 1st Avenue Cor. 29th St, Crescent Park West",Temporarily closed,(02) 8822 5673,https://www.facebook.com/JUROSalonExclusif,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The One Family Clinic & Laboratory Co.,3.9,(485),Medical clinic,#22 R. Duterte St,Temporarily closed,(032) 261 0643,,,
Beauty & Butter Nail Lounge SM Megamall,3.6,(5),Nail salon,"5th FLOOR MEGAMALL BRIDGE WAY EDSA CORNER, Doña Julia Vargas Ave",Temporarily closed,(02) 8470 4239,https://www.facebook.com/BeautyandButter,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Parlon,4.6,"(3,682)",Beauty salon,"Salcedo Village, Unit 412/409 4F Cityland 10 Tower 1 Condominium, 6817 Ayala Ave. North",Temporarily closed,0917 806 1226,http://parlon.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
AGE BEAUTY CARE INTERNATIONAL,5.0,(1),Beauty product supplier,"Unit 1 #322 Madarang Bldg.Junquera Extension Cebu City Unit 1#322 Madarang Bldg.Junquera Extension Cebu City Cebu City 6000 Cebu PH, 1 Junquera Ext",Temporarily closed,0915 997 5837,,,
Parkmall,4.2,"(5,955)",Shopping mall,"Ouano Avenue, Mandaue Reclamation Area",Temporarily closed,(032) 344 7817,http://www.parkmallcebu.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
I-Lash Salon,4.4,(42),,"L2, Northwing , SM Cebu City, Juan Luan Avenue Extension , 6000 Cebu City , Cebu",Temporarily closed,0929 970 5318,,,
Mactan,4.2,(214),Island,,Temporarily closed,,,,
SM Seaside City Cebu,4.5,"(8,541)",Shopping mall,Juan Luna Avenue,Temporarily closed,(032) 340 8756,https://www.smsupermalls.com/mall-locator/sm-seaside-city-cebu/information,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cabello,4.6,(60),Beauty salon,38 Hill St,Temporarily closed,+44 24 7625 8256,http://www.cabellocoventry.co.uk/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Encarnacion Francisco Salon,5.0,(1),Hair salon,"Harca Building, Paseo del Congreso St",Temporarily closed,(032) 326 3441,,,
Da Cutting Edge,2.8,(33),Beauty salon,1/37 The Boulevarde,Temporarily closed,+61 2 9764 2466,,,
Alla Moda Hair & Beauty Salon,4.8,(26),Beauty salon,28 The Butts,Temporarily closed,+44 1773 820290,http://www.allamodabelper.co.uk/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Niki Moon Salon & Spa,4.8,(170),Beauty salon,1100 N Sherman Ave #108,Closed,+1 630-210-8262,https://www.nikimoonsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
