section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src,section-result-action-text
Ozen Nailash Salon,4.1,(15),Nail salon,"Main Mall 109B, Banilad Town Centre, Gov. M. Cuenco",Temporarily closed,0906 443 3101,https://www.facebook.com/profile.php?id=100006455336610,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Shaz Barber & Salon,3.7,(11),Beauty salon,Gorordo Ave,Temporarily closed,0942 367 4297,https://www.facebook.com/Shaz-Barber-and-Salon-1633877583518648/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Janet Waxing Salon,3.8,(13),Beauty salon,18 Francisco Llamas St,Temporarily closed,(032) 401 0233,,,
Albert's Hair Salon,4.1,(50),Beauty salon,Marigondon Beach Rd,Temporarily closed,0919 710 8114,,,
Salon De Fei Mei Li,3.0,(1),Beauty salon,Z-3 1856 Rafael Rabaya Rd,Temporarily closed,(033) 382 6131,,,
Beauty Salon & Barber Shop by Cathy B.,4.0,(2),Beauty salon,"Dapdap St, corner Natalio B. Bacalso Ave",Temporarily closed,0977 029 6586,,,
Connie & Friends Salon,5.0,(4),Beauty salon,98 Gorordo Ave,Temporarily closed,0977 136 5013,,,
Beautypia,5.0,(1),Beauty salon,Hernan Cortes St,Temporarily closed,(032) 236 2099,,,
Cut Encarnacion Group of Salon AS Fortuna Branch,3.9,(14),Beauty salon,"Chatswood Building, 1285 H Cortes St Cor",Temporarily closed,(02) 8421 1273,,,
Dyosa Salon,4.8,(5),Beauty salon,"DHB Bldg, M. L. Quezon Ave",Temporarily closed,(032) 421 1609,https://www.facebook.com/Dyosa-salon-437175769753440/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Ninky Beauty Salon,3.8,(22),Beauty salon,Lopez - Jaena St,Temporarily closed,0977 789 3740,,,
Urban Style Salon,3.0,(1),Beauty salon,Sanciangko Street,Temporarily closed,(032) 256 2826,,,
Jorose Beauty Salon,5.0,(1),Beauty salon,E Sabellano Street,Temporarily closed,(032) 520 9667,,,
Gil Div's Salon,4.3,(4),Hair salon,F. Llamas Street,Temporarily closed,(032) 262 7849,,,
La Beauty Salon,5.0,(1),Beauty salon,Hernan Cortes St,Temporarily closed,(032) 344 0592,,,
Smooth Secrets Waxing Salon,5.0,(1),Beauty salon,"Cocomall Branch Ground Floor, Osmeña Blvd",Temporarily closed,0921 355 2845,,,
Dash & Co Salon,1.0,(1),Beauty salon,Francisco Llamas St,Temporarily closed,0933 198 4535,,,
Tony & Jackey - SM Cebu,3.5,(8),Hair salon,"SM Cebu, 2nd Floor Northwing Main Mall, Juan Luna Ave Ext",Temporarily closed,(032) 236 5201,http://www.bangsprimesalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Beauty Club Salon,5.0,(1),Beauty salon,"Sitio PILIT, Elias Cortes St",Temporarily closed,0906 856 6256,,,
Salon De Meshcha Beach Essentials,5.0,(9),Nail salon,Rafael Rabaya Rd,Temporarily closed,(032) 236 4440,,,
Mendez Body and Face Salon and Spa,3.0,(1),Beauty salon,"A 306, SM City Cebu, F. Cabahug Street, corner Juan Luna Avenue Extension",Temporarily closed,(032) 239 0886,,,
David's Salon Shopwise,3.7,(11),Beauty salon,,Temporarily closed,0942 367 4297,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Euron Hair Salon,5.0,(1),Hair salon,MV. Patalinghug Jr Ave,Temporarily closed,0923 684 7608,,,
Beauty & Butter Nail Lounge SM Cebu,4.0,(1),Nail salon,"SM City Cebu, UNIT 2111 2nd",Temporarily closed,0917 592 5331,https://www.facebook.com/BeautyandButter,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Fix Lab Salon - SM City Cebu,3.0,(1),Beauty salon,"2/F A Northwing SM City, North Reclamation Area, Cebu City",Temporarily closed,(032) 238 9556,,,
HOME SALON,4.0,(2),Beauty salon,"In front of karancho beach resort, M.L quezon National highway Maribago next to ocean cruise hotel",Temporarily closed,0995 489 3833,,,
Holic Hair and Nail Salon,5.0,(1),Beauty salon,El Dorado Subdivision,Temporarily closed,0956 970 3383,http://holichairandnailsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Salon & Wellness,5.0,(1),Beauty salon,"J & S Building, R. Duterte St",Temporarily closed,0922 801 1578,,,
No Strips Waxing Salon,3.9,(14),Hair removal service,"Robinsons Galleria Cebu, Gen. Maxilom Ext",Temporarily closed,(02) 8421 1273,,,
Reynaldo's Massage Spa and Salon,4.8,(5),Beauty salon,"2/F, Elizabeth Mall, Leon Kilat St",Temporarily closed,(032) 421 1609,,,
V Encarnacion Rebonding Salon,4.7,(3),Beauty salon,"Victor Village, 333-7 Tres de Abril St",Temporarily closed,(032) 418 3599,,,
God Bless Hair salon,3.0,(1),Beauty salon,395 A. Del Rosario St,Temporarily closed,(032) 420 7420,,,
Twetie Salon,5.0,(1),Beauty salon,"Cibuana Building, J. Panes St. Cor. Gov. M. Cuenco Ave.",Temporarily closed,0942 077 9051,,,
Skinplicity,4.3,(4),Beauty salon,"2nd Floor, Pacific Mall Mandaue",Temporarily closed,(032) 328 0429,http://www.skinplicity.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Laydee Godiva Hair and Nail Salon,5.0,(1),Beauty salon,60 General Maxilom Ave,Temporarily closed,(032) 344 0592,,,
I-Lash Salon - SM Cebu,5.0,(1),Beauty salon,"215A 2nd Floor, Northwing, SM Cebu City, North Reclamation Area",Temporarily closed,0929 649 1990,,,
Minkz 2 Salon,5.0,(1),Hair salon,Rahmann St,Temporarily closed,(032) 326 3441,http://www.facebook.com/Minkz2Salon,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Kerish Waxing salon,3.5,(8),Beauty salon,,Temporarily closed,0995 303 8519,https://facebook.com/kerishwaxingsalon,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Hey Sugar Waxing Salon,4.7,(3),Hair salon,"SM Seaside City, South Coastal Road Corner Mambaling Ext. South Road Properties",Temporarily closed,0906 856 6256,https://www.facebook.com/heysugarwaxingph/?fref=ts,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Wondernails,2.3,(3),Nail salon,"L3 , Pacific Mall Mandue , 168 MC Briones Street Corner Un. Avenue , 6014 Mandaue City , Cebu",Temporarily closed,(032) 239 7956,,,
It Figures Facial and Slimming Salon,3.0,(3),Beauty salon,"2nd Level, Unit 136, J Centre Mall, 165 A. S. Fortuna St",Temporarily closed,(032) 266 9238,,,
Franzy Hair Salon,3.7,(11),Beauty salon,2F Gaisano Fiesta Mall,Temporarily closed,0942 367 4297,,,
Tony & Jackey,3.7,(6),Hair salon,"SM City Cebu, Juan Luna Avenue Corner Cabahug And Kaoshiung St",Temporarily closed,(032) 526 5816,http://www.tandjsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
GMT Beauty Salon by Grace,5.0,(1),Beauty salon,728 M. L. Quezon Ave,Temporarily closed,(032) 416 4355,,,
Le Beau Monde,3.0,(1),Beauty salon,18 General Maxilom Ave,Temporarily closed,(032) 238 9556,,,
Breth salon,4.0,(2),Beauty salon,New Sangi Road,Temporarily closed,0995 489 3833,,,
Velleza Salon,5.0,(1),Beauty salon,F. Jaca St,Temporarily closed,0956 970 3383,,,
Wana salon Nail Spa,4.8,(4),Nail salon,404 M.L. Quezon National Highway,Temporarily closed,0949 326 9101,,,
LeeFranz Beauty Salon and SPA,3.9,(14),Beauty salon,"Casa Nuestra Subdivision, #331, Basak-Cagodoy-Bankal-Buaya Road",Temporarily closed,(032) 495 1820,,,
CJF Dei Royal Classic Beauty Salon,4.8,(5),Beauty salon,"821-13 AB Nashville, Nasipit",Temporarily closed,(032) 346 6118,,,
LA METISSE LAPU-LAPU,4.7,(3),Beauty salon,CITY TIME SQUARE MACTAN,Temporarily closed,(032) 410 4401,http://lametisse.net/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Salon De Rose,3.0,(1),Beauty salon,"Central Bloc, V. Padriga St",Temporarily closed,(032) 420 7420,,,
It Figures Facial and Slimming Salon - Cebu,5.0,(1),Facial spa,"U 2F33B JCentre Mall, AS Fortuna St., Brgy Bakilid",Temporarily closed,0905 359 0000,,,
No Strips Waxing Salon,4.3,(4),Waxing hair removal service,"Robinsons Galleria, cor General Maxilom Ave",Temporarily closed,(032) 328 0429,,,
No Strips Waxing Salon-Robinsons Galleria Cebu,5.0,(1),Waxing hair removal service,Gen. Maxilom Ext,Temporarily closed,0942 298 9113,https://www.instagram.com/nostripswaxingsalon/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Aces Therapeutic Massage Salon,4.5,(4),Beauty salon,41 Sanciangko Street,Temporarily closed,(032) 255 3740,,,
Benefit Cosmetics Boutique & BrowBar lounge,5.0,(1),Beauty salon,"G/F Ayala Center Cebu, Archbishop Reyes Ave",Temporarily closed,(032) 326 7126,https://www.benefitcosmetics.com/ph/en/beauty-services,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Anna Grace's Beauty Salon,3.5,(8),Beauty salon,"Llaban Building, Gaisano Country Mall, Talamban Road, Banilad, Cebu City, corner Kabangkalan Street, Talamban",Temporarily closed,(032) 415 8310,,,
Al Majlis Salon & Spa,4.7,(3),Spa,"Commercial Place, 108 Gov. M. Cuenco Ave",Temporarily closed,0932 423 1698,https://al-majlis-salon-spa.business.site/?utm_source=gmb&utm_medium=referral,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
R-j Salon,2.3,(3),Beauty salon,Purok 1 Daisy St,Temporarily closed,0908 195 2420,,,
Get It Beauty! Korean Salon,5.0,(2),,Salinas Dr,Temporarily closed,(032) 266 9238,,,
Jonas Borces Salon,2.0,(2),Beauty salon,Talamban Rd,Temporarily closed,0942 367 4297,,,
Gemma Beauty Salon & Barbershop,2.0,(1),Beauty salon,Central Nautical Hwy,Temporarily closed,0933 482 0368,,,
V&Z Salon,5.0,(1),Beauty salon,"ASC Bldg, Central Nautical Hwy",Temporarily closed,0923 101 8081,,,
David's Salon,3.7,(3),Beauty salon,"L2 , SM City Consolacion, Cebu North Road , 6001 Consolacion , Cebu",Temporarily closed,(032) 260 0869,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Leo Revita Salon and Spa Consolacion,4.0,(2),Hairdresser,Central Nautical Hwy,Temporarily closed,0995 489 3833,,,
Peptoe Nail Salon and SPa,5.0,(2),Nail salon,,Temporarily closed,(032) 424 4899,,,
Myface 'N Mynails Salon,4.8,(4),,"L2 , Gaisano Capital South, Colon Street Corner Leon Kilat Street , 6000 Cebu City , Cebu",Temporarily closed,0943 498 3628,,,
Juvel's Salon - Parkmall,2.3,(3),,"ALF4, GF37, Parkmall, Ouano Avenue, Cebu City, Cebu",Temporarily closed,(032) 346 2875,https://parkmallcebu.com/directory/2293/juvel-salon/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
WonderNails Salon,4.8,(5),,"2nd Floor, JTBI Arcade, 10 Gorordo Avenue, Cebu City",Temporarily closed,(032) 316 0450,,,
Davids Salon,4.7,(3),,"Basement Marco Polo Hotel, Gorordo Ave., Lahug, Cebu City 6000",Temporarily closed,(032) 253 8910,http://www.davidsalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CRIS & CATH Beauty Salon,1.0,(1),Beauty salon,ETM Bldg,Temporarily closed,0933 201 1607,,,
TUF barbershop,4.7,(78),Barber shop,"Capitol Square, NIC-1 Bldg, 2nd Flr., N Escario St",Temporarily closed,0917 113 8831,http://tufbarbershop.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Crimson Resort and Spa Mactan,4.6,"(3,682)",5-star hotel,,Temporarily closed,(032) 401 9999,http://www.crimsonhotel.com/mactan,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
South Town Centre,4.1,(770),Shopping mall,285 Cebu S Rd,Temporarily closed,(032) 272 6366,http://www.southtowncentre.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Audionet Cellphone & Laptop Repair,3.5,"(1,610)",Shopping mall,"Basak-Marigondon Road, Grandmall",Temporarily closed,0926 663 0946,,,
Mactan House,3.6,(12),Movie theater,Marigondon Beach Rd,Temporarily closed,(032) 326 7126,,,
Parkmall,4.2,"(5,955)",Shopping mall,"Ouano Avenue, Mandaue Reclamation Area",Temporarily closed,(032) 344 7817,http://www.parkmallcebu.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Crown Regency Hotel & Towers,3.8,"(2,187)",4-star hotel,Osmeña Blvd,Temporarily closed,(032) 418 8888,http://www.crownregency.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Vision Express SM Seaside Cebu,2.3,(3),Optician,"2nd Level SM Seaside City Cebu, Reclamation Area, Cebu South Coastal Rd",Temporarily closed,(032) 233 1480,https://www.visionexpress.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
JY Square Mall,3.7,"(2,265)",Shopping mall,1 Salinas Dr,Temporarily closed,(032) 232 7235,https://m.facebook.com/JY-Square-428866173828366/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sebastien Hotel,3.5,(36),Hotel,,Temporarily closed,0942 367 4297,http://www.sebastienhotel.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Jmall,2.0,(1),Restaurant,,Temporarily closed,0933 482 0368,,,
Beauty & Butter Nail Lounge SM Bacolod,5.0,(1),Nail salon,"North Wing Reclamation Area, SM City",Temporarily closed,0917 823 0179,https://www.facebook.com/BeautyandButter,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bangs Tony & Jackey,3.7,(15),Hair salon,"Sm City, Benigno Aquino Jr.Ave",Temporarily closed,(02) 8526 1965,http://www.bangsprimesalon.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Hey Sugar! Waxing Salon,4.4,(7),Waxing hair removal service,"Sm City, Benigno Aquino Jr. Ave",Temporarily closed,0995 489 3833,https://www.facebook.com/heysugarwaxingph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
V/O Victor Ortega Salon Premier,3.8,(12),Beauty salon,"Ground Floor Tower 1, Sonata Private Residences, Lourdes",Temporarily closed,(02) 8513 7385,https://vo-victor-ortega-salon-premier.business.site/?utm_source=gmb&utm_medium=referral,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
SM City Bacolod Northwing,4.4,"(4,403)",Shopping mall,Rizal St,Temporarily closed,(034) 468 0209,https://www.smsupermalls.com/mall-locator/sm-city-bacolod/information/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Beauty & Butter Nail Lounge SM Megamall,3.6,(5),Nail salon,"5th FLOOR MEGAMALL BRIDGE WAY EDSA CORNER, Doña Julia Vargas Ave",Temporarily closed,(02) 8470 4239,https://www.facebook.com/BeautyandButter,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sugarlash Beauty Salon,4.8,(5),Beauty salon,,Temporarily closed,0906 670 1600,https://m.facebook.com/Sugarlashbeautysalon/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Victor Ortega Salon and Spa,4.1,(73),Spa and health club,San Rafael St,Temporarily closed,(032) 253 8910,,,
The Purple Groom Pet Salon - Xavierville,1.0,(1),Pet supply store,73 Xavierville Ave,Temporarily closed,(02) 7624 2245,,,
DKCCO INC.,4.5,(13),Barber supply store,"Toyama Group Center, 22 Timog Ave",Temporarily closed,(02) 8375 1419,http://www.facebook.com/salonsupplier,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Philosophy Salon,4.6,"(3,682)",Beauty salon,18 Zhongshan Rd,Temporarily closed,+86 25 8445 5332,https://thephilosophicalsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Manila Hotel,4.6,"(5,412)",5-star hotel,,Temporarily closed,(02) 8527 0011,http://manila-hotel.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Booky,4.6,(19),Software company,"2/F Warehouse 1, # 7 Sheridan, cor Pines",Temporarily closed,(02) 3491 7659,https://ph.phonebooky.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Ombu Salon + Spa,4.6,(33),Beauty salon,121 3rd Ave N,Closed,+1 425-778-6322,https://www.ombusalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Niki Moon Salon & Spa,4.8,(170),Beauty salon,1100 N Sherman Ave #108,Closed,+1 630-210-8262,https://www.nikimoonsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Quinn Vise Hair Design & CO.,4.7,(136),Beauty salon,217 E 24th St Ste 120,Temporarily closed,+1 616-294-3991,https://www.quinnvise.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Terradea Salon & Spa,4.5,(24),Beauty salon,614 N 3rd Street,Closed,+1 715-842-8383,,,
Salon you and day spa,3.9,(107),Hair salon,390 N Front St,Temporarily closed,+1 613-771-1968,http://www.salonyou.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Champagne Room,4.1,(10),Restaurant,"Inside Manila Hotel Lobby, 1 Roxas Boulevard One Rizal Park, Manila, Ermita, Manila",Temporarily closed,0942 367 4297,,,
Mistique Salon,5.0,(26),Beauty salon,5800 Broadway St #202,Closed,+1 210-602-9672,http://mistiquemakeup.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"The Japan Foundation, Manila",4.8,(16),Foundation,"Pacific Star Building (23rd Floor), Makati Ave., Sen. Gil J. Puyat Ave",Temporarily closed,(02) 8811 6155,http://www.jfmo.org.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sea Spa Salon,3.8,(24),Beauty salon,17 Winter St,Temporarily closed,+1 508-627-8953,http://www.seaspasalonmv.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
G2O Spa & Salon,4.5,(248),Beauty salon,33 Exeter St,Closed,+1 617-262-2220,http://www.g2ospasalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Ambiance Nail Salon & Spa,3.0,(2),Nail salon,"Hyde Park Center, 2709 Madison Rd",Temporarily closed,+1 513-924-9900,,,
Philosophy Salon,4.6,"(3,682)",Beauty salon,Nanjing,Temporarily closed,+86 25 8445 5332,https://thephilosophicalsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Manila Hotel,4.6,"(5,412)",5-star hotel,,Temporarily closed,(02) 8527 0011,http://manila-hotel.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Booky,4.6,(19),Software company,Mandaluyong,Temporarily closed,(02) 3491 7659,https://ph.phonebooky.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Ombu Salon + Spa,4.6,(33),Beauty salon,Edmonds,Closed,+1 425-778-6322,https://www.ombusalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Niki Moon Salon & Spa,4.8,(170),Beauty salon,Naperville,Closed,+1 630-210-8262,https://www.nikimoonsalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Quinn Vise Hair Design & CO.,4.7,(136),Beauty salon,Holland,Temporarily closed,+1 616-294-3991,https://www.quinnvise.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Terradea Salon & Spa,4.5,(24),Beauty salon,Wausau,Closed,+1 715-842-8383,,,
Salon you and day spa,3.9,(107),Hair salon,Belleville,Temporarily closed,+1 613-771-1968,http://www.salonyou.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Champagne Room,4.1,(10),Restaurant,Manila,Temporarily closed,0942 367 4297,,,
Mistique Salon,5.0,(26),Beauty salon,San Antonio,Closed,+1 210-602-9672,http://mistiquemakeup.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"The Japan Foundation, Manila",4.8,(16),Foundation,Makati,Temporarily closed,(02) 8811 6155,http://www.jfmo.org.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sea Spa Salon,3.8,(24),Beauty salon,Edgartown,Temporarily closed,+1 508-627-8953,http://www.seaspasalonmv.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
G2O Spa & Salon,4.5,(248),Beauty salon,Boston,Closed,+1 617-262-2220,http://www.g2ospasalon.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Ambiance Nail Salon & Spa,3.0,(2),Nail salon,Cincinnati,Temporarily closed,+1 513-924-9900,,,
