section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
"Saint Dominic Savio School of Lapu-Lapu City, Inc.",3.0,(2),Private school,"Purok 3, San Miguel Road",Temporarily closed,(032) 266 5159,https://www.facebook.com/SaintDominic-Savio-School-of-Lapu-Lapu-City-INC-194347117299098/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Sunshine Center Inc. School for Special Children,5.0,(2),School,2447 Providence Street,Temporarily closed,(032) 238 8975,,,
Lamac National High School,5.0,(1),High school,"Lamac, Pinamungahan, Cebu",Temporarily closed,0912 451 9128,,,
Suba-Masulog Elementary School,5.0,(2),School,Masulog Road,Temporarily closed,(032) 493 2015,,,
Cubacub Elementary School,5.0,(7),Public school,Cubacub Road,Temporarily closed,(032) 266 9546,,,
Maranatha Christian School,4.2,(5),School,"Pajac Sulod, Fuentes Rd",Temporarily closed,(032) 495 3881,http://maranatha.org.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Babag Elementary School,4.3,(3),School,Cebu Transcentral Hwy,Temporarily closed,(032) 417 9092,,,
Benthel Asia School of Technology,1.0,(2),School,"Mahayahay, Barangay Gabi, M.L. Quezon National Highway",Temporarily closed,(032) 236 1180,,,
Tungkil Elementary School,4.3,(3),Elementary school,"Tungkil, Zone III, Minglanilla",Temporarily closed,0920 423 5682,,,
Bulongan Elementary School,1.0,(1),Elementary school,,Temporarily closed,(032) 272 7606,,,
Suba-Masulog Elementary School,4.0,(4),Elementary school,Nunez Rd,Temporarily closed,(032) 261 9564,,,
Tuyan National High School,4.9,(7),Public school,Tuyan,Temporarily closed,0923 271 6161,http://www.deped.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Busay Elementary School,3.5,(4),Elementary school,Busay Cebu City Cebu,Temporarily closed,(032) 419 3189,,,
DUYAN Learning Center - Mactan Arts Academy,3.4,(7),Art school,M.L. Quezon National Highway,Temporarily closed,(032) 340 8589,http://duyanacademy.wordpress.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cordova National High School,4.0,(4),High school,Day-As-Bang-Bang Road,Temporarily closed,0922 507 3164,http://cordovanationalhighschool.weebly.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mandaue Christian School,4.5,(2),Elementary school,,Temporarily closed,(032) 416 1125,,,
Jagobiao National High School,4.0,(1),High school,"National Highway, Consolacion",Temporarily closed,(032) 417 7361,,,
St. Bernard School,4.8,(4),School,,Temporarily closed,0917 502 9578,,,
Buaya Elementary School,3.5,(8),Elementary school,M.L. Quezon National Highway,Temporarily closed,(032) 272 3249,,,
Candulawan National High School,1.0,(1),High school,Candulawan,Temporarily closed,(032) 512 1148,,,
Cogon Elementary School,1.0,(1),Elementary school,,Temporarily closed,(032) 266 5159,,,
Bulacao Community School,4.3,(17),High school,"Villa Manga,",Temporarily closed,(032) 272 5668,,,
Bogo I Central Elementary School,5.0,(1),Elementary school,Cogon Bogo City Cebu,Temporarily closed,(032) 425 8087,,,
Tingub National High School,4.3,(4),High school,B.Suico,Temporarily closed,(032) 493 2015,,,
St. Joseph's School of Mactan,4.0,(7),School,"Mactan Airport Rd., Lapu-Lapu City, 6015, Cebu",Temporarily closed,(032) 340 5939,http://sjsm.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Matab-ang Elementary School,3.3,(6),Elementary school,Matab-Ang,Temporarily closed,(032) 495 3881,,,
Sacred Heart School - Hijas de Jesus,4.4,(14),Catholic school,Don Jose Avila St,Temporarily closed,(032) 253 6347,http://hijasdejesusinpac.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Yati Elementary School,3.7,(3),Elementary school,Yati,Temporarily closed,(032) 236 1180,,,
Don Sergio Osmeña Sr. Memorial National High School,5.0,(1),High school,Bliss,Temporarily closed,(032) 417 7102,https://www.facebook.com/Don-Sergio-Osme%C3%B1a-Sr-Memorial-National-High-School-366081310193744/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Guba National High School,1.0,(1),Public school,Guba,Temporarily closed,(032) 419 2052,,,
The International Academy of Film and Television,1.0,(1),School,"Punta Engaño Road, Mactan Island",Temporarily closed,(032) 495 1033,http://www.iaft.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Babag 1 Elementary School,4.0,(4),Elementary school,Purok Butterfly,Temporarily closed,0923 271 6161,http://www.deped.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lawaan Elementary School,4.0,(14),Elementary school,,Temporarily closed,(032) 272 4813,,,
The Sisters of Mary School Girlstown Complex,5.0,(9),Catholic school,,Temporarily closed,(032) 340 8589,,,
Bulacao Community High School,3.8,(6),School,Villa Bulsita,Temporarily closed,(032) 384 1238,https://www.facebook.com/pages/Bulacao-Community-School/103140149853333,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bato Elementary School,4.5,(2),Elementary school,Bato,Temporarily closed,(032) 416 1125,,,
Canjulao Elementary School,5.0,(3),Elementary school,21 Locata Rd,Temporarily closed,(032) 417 7361,,,
Balud National High School,4.2,(6),School,"Balud , 6018 San Fernando , Cebu",Temporarily closed,(032) 488 8469,,,
Oprra National High School,3.0,(10),High school,Unnamed Road,Temporarily closed,(032) 520 5955,,,
Bagong Lipunan Elementary School,1.0,(1),Elementary school,Pulpogan,Temporarily closed,(032) 512 1148,,,
Agsungot National High School,1.0,(1),Public school,,Temporarily closed,0946 827 9090,,,
Asturias Central Elementary School,3.0,(1),Elementary school,Poblacion Asturias Cebu,Temporarily closed,(032) 464 9070,,,
Mactan Air Base Elementary School,3.0,(1),Elementary school,Brigadier General Benito N. Ebuen Air Base,Temporarily closed,(032) 425 8087,,,
DAS National High School,4.3,(7),Public school,Das Lupotan,Temporarily closed,(032) 325 2506,,,
Tinaan National High School,5.0,(1),Public school,Tinaan,Temporarily closed,(032) 340 5939,,,
VocTech Senior High School Academy,5.0,(3),Senior high school,"2nd Floor, Bai Center, Cebu S Rd",Temporarily closed,(032) 401 0531,https://www.facebook.com/voctechacademy,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bato National High School,4.4,(14),High school,Bato,Temporarily closed,(032) 253 6347,,,
"St. Paul College Foundation, Inc.",2.7,(3),School,F. Ramos St,Temporarily closed,(032) 417 3845,,,
Bitlang Elementary School,5.0,(1),Elementary school,Sudlon I,Temporarily closed,(032) 417 7102,,,
Ibo Elementary School,5.0,(4),Elementary school,,Temporarily closed,(032) 419 2052,,,
Liloan National High School,4.2,(5),High school,,Temporarily closed,(032) 564 2458,,,
Magdugo Elementary School,3.8,(4),Elementary school,Juan Climaco (Magdugo),Temporarily closed,0939 457 1352,,,
Tonggo Elementary School,4.0,(14),Elementary school,Tongo,Temporarily closed,(032) 272 4813,,,
Babag High School,5.0,(2),School,Cebu Transcentral Hwy,Temporarily closed,(032) 340 8589,,,
Dumanjug National High School,4.4,(5),High school,Poblacion Dumanjug Cebu,Temporarily closed,(032) 564 2458,,,
Alpaco Elementary School,1.0,(1),Elementary school,Alpaco,Temporarily closed,0917 762 4979,,,
Liloan National High School,5.0,(3),High school,"Poblacion, Liloan, Cebu",Temporarily closed,(032) 564 2458,,,
Punta Engano Elementary School,4.2,(6),Elementary school,Punta Engano Lapu-Lapu City Cebu,Temporarily closed,(032) 493 8401,,,
"English Fella 1-Cebu English Academy, Cebu language School",4.5,(25),School,Hi-Way 11,Temporarily closed,(032) 343 3871,http://www.englishfella.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Alcantara Central Elementary School,1.0,(1),Elementary school,Poblacion Alcantara Cebu,Temporarily closed,(032) 473 5609,,,
St. Theresa's College - Pick Up/Drop Off,4.8,(4),High school,General Maxilom Ave,Temporarily closed,(032) 255 3891,http://www.stccebu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Aeronautical Technical School,4.1,(16),School,Salinas Dr,Temporarily closed,(032) 233 0097,http://www.cats.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Camp 7 National High School,4.8,(4),High school,"Brgy. Camp 7, Minglanilla, Toledo - Manipis Rd",Temporarily closed,(032) 425 8087,,,
Binaliw National High School,4.3,(7),School,,Temporarily closed,(032) 325 2506,,,
Labangon Bliss Elementary School,3.9,(8),Elementary school,315 Katipunan St,Temporarily closed,(032) 417 7010,,,
AMA Cebu Campus,5.0,(1),School,S Cabahug,Temporarily closed,(032) 232 2676,http://www.ama.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Don Andres Soriano National High School,3.7,(3),High school,Don Andres Soriano (Das),Temporarily closed,(032) 253 6347,,,
smeag global education inc.,3.0,(2),School,S Cabahug,Temporarily closed,(032) 417 3845,,,
Cabul-An Elementary School,3.0,(1),Public school,"National Highway, Eastern Cabul-An",Temporarily closed,0946 499 5953,,,
Lanas Elementary School,4.3,(3),Elementary school,Lanas,Temporarily closed,0928 901 5796,,,
The Abba's Orchard,5.0,(1),Montessori school,"Tandang Sora Road, Villa Aurora",Temporarily closed,(032) 232 9618,http://www.theabbasorchard.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Minglanilla TESDA,2.5,(2),School,,Temporarily closed,0948 401 4519,https://tesdacourse.com/Provincial-Training-Center---Cebu-Minglanilla-3418.html,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tesda,4.0,(14),School,Lower Calajoan,Temporarily closed,(032) 272 4813,https://tesdacourse.com/Provincial-Training-Center---Cebu-Minglanilla-3418.html,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TESDA Accredited Competency Assessment Center,5.0,(2),Public school,"Cebu Science Of Welding And Skills Technology, Incorporated, Bagong-Daan Road, Yati, Lilo-An",Temporarily closed,(032) 564 2542,https://tesda.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of San Carlos School of Law and Governance,4.5,(58),Private university,"Law Bldg., Pelaez St",Temporarily closed,0949 082 8140,http://www.usc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Paul College Foundation-Mandaue,4.0,(1),School,"Highway, Maguikay",Temporarily closed,0917 762 4979,http://www.spcfi.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Matias H. Aznar Memorial College of Medicine, Inc.",4.0,(5),Medical school,"MHAM Bldg, R. Duterte St",Temporarily closed,(032) 564 2458,http://www.mham.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Fly High With Indiana Aerospace University,4.0,(1),Flight school,Kagodoy Rd.,Temporarily closed,(032) 493 8401,http://iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Continental Aero Flying School,4.8,(4),Flight school,"3F, Donalen Building",Temporarily closed,(032) 495 2762,http://www.continentalaero.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Baptist Theological College/Cebu Graduate School of Theology,4.6,(9),College,910 A. S. Fortuna St,Temporarily closed,(032) 345 0148,http://btccgst.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of San Carlos School of Law and Governance College of Law,4.8,(4),Law school,"Law Building Pelaez, Corner Sanciangko St",Temporarily closed,0908 880 4675,http://usclaw80.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of Cebu,4.2,(96),Private university,Sanciangko St,Temporarily closed,(032) 255 7777,http://uc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Compostela Science and Technology High School,4.7,(7),High school,Cogon,Temporarily closed,(032) 425 8087,https://www.edukasyon.ph/schools/compostela-science-technology-high-school,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of the Philippines Cebu,4.6,(47),Public university,,Temporarily closed,(032) 232 2642,https://upcebu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Southwestern University PHINMA,4.4,(53),Private university,Urgello Street,Temporarily closed,(032) 416 4680,http://swu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Institute of Technology - University,4.6,(119),Private university,Natalio B. Bacalso Ave,Temporarily closed,(032) 261 7741,http://www.cit.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of San Carlos,4.2,(101),Private university,Gov. M. Cuenco Ave,Temporarily closed,(032) 230 0100,http://www.usc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Philippine School Of Culinary Arts,5.0,(3),Culinary school,"The Maxwell Hotel, N. G. Escario St.",Temporarily closed,(032) 505 4645,http://www.pscaculinary.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of Southern Philippines Foundation,4.2,(46),Private university,"USP Compound, Salinas Dr",Temporarily closed,(032) 414 8773,,,
Indiana Aerospace University,4.2,(39),University,,Closed,(032) 236 2771,http://www.iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Mandaue City College,4.0,(2),College,Un Avenue,Temporarily closed,(032) 232 9618,,,
Cebu Eastern College,4.4,(24),College,Leon Kilat St,Temporarily closed,(032) 254 2761,,,
College of Technological Sciences - Cebu,4.3,(11),College,Natalio B. Bacalso Ave,Temporarily closed,(032) 256 1302,,,
Leonard Wood Elementary School,5.0,(2),,Jagobiao,Temporarily closed,(032) 421 4246,,,
"AMA Computer College, Cebu Campus",3.3,(4),College,"AMA Bldg., 46 S. Cabahug Cor. Pres. Roxas St. Casals Village, Mabolo, Cebu City, 6000, Cebu",Temporarily closed,(032) 340 6461,,,
International School for Culinary Arts and Hotel Management,4.0,(1),Culinary school,"Floor Synergis Center (Sykes Building), F. Cabahug St., Barangay Kasambagan, Panagdait Rd",Temporarily closed,(02) 8926 8888,https://www.facebook.com/iscahm/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
SHS-AdC Technical Skills Training Center (TSTC),4.0,(5),Vocational school,H Abellana,Temporarily closed,(032) 564 2458,http://www.shs-adc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Carcar Central National High School,4.8,(4),High school,Natalio B. Bacalso S National Hwy,Temporarily closed,(032) 487 8366,,,
Salazar Colleges of Science and Institute of Technology,3.9,(15),College,Natalio B. Bacalso Ave,Temporarily closed,(032) 261 3036,http://www.scsit.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TESDA Accredited Competency Assessment Center,3.4,(5),Technical school,"Regional Training Center - Cebu, Archbishop Reyes Avenue, Banilad",Temporarily closed,(032) 412 2419,,,
Velez College,4.4,(9),College,41 F. Ramos St,Temporarily closed,(032) 253 1871,http://www.velezcollege.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CEVAS Cebu - IELTS Language School Review Center,4.6,(10),Language school,"JRDC Building, 1st Floor, Osmeña Blvd",Temporarily closed,0917 139 7626,http://www.cevasphilippines.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Benedicto College,2.7,(3),College,"Benedicto, A. S. Fortuna St",Temporarily closed,(032) 422 2700,http://www.benedictocollege.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
A-1 Driving - Cebu,4.6,(47),Driving school,"South Central Square, Kiosk 4, Lawaan III, Talisay, Cebu",Temporarily closed,(032) 238 4015,http://www.a-1driving.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Philinter Education Center (JELAI),4.4,(42),English language school,"Philinter Academy Mustang, Ceniza St",Temporarily closed,(032) 340 7453,http://philinter.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Treffpunkt Deutsch Cebu,4.7,(7),Language school,"Foodland Bldg - Room 210 Banilad, Cebu City 6000",Temporarily closed,(032) 511 5772,http://www.treffpunktdeutschcebu.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
TESDA,4.5,(2),Trade school,,Temporarily closed,(032) 230 0100,http://tesda.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
A-1 Driving - Cebu,5.0,(1),Driving school,"M.L. Quezon National Highway, Brgy. Pusok, Lapu-Lapu City, Cebu",Temporarily closed,(032) 505 3977,http://www.a-1driving.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Carcar Central Elementary School,5.0,(2),Elementary school,,Temporarily closed,(032) 487 8495,,,
"Cebu Trinity Christian School, Inc.",5.0,(5),,"South Expressway, Basak Pardo, Cebu City",Closed,(032) 254 3504,,,
A1 Driving,1.0,(3),Driving school,"SM City Cebu, Juan Luna Ave Cor Cabahug And Kaohsiung St",Temporarily closed,(032) 231 7522,http://www.a-1driving.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
A1 Driving,4.4,(24),Driving school,"M & R Concepcion Building, Escario Cor Clavano St",Temporarily closed,(032) 254 2356,http://www.a-1driving.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
A1 Driving,1.0,(1),Driving school,"ayala center cebu, 176 Archbishop Reyes Ave. Cebu Business Park",Temporarily closed,(032) 520 1088,http://www.a-1driving.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
A1 Driving,5.0,(2),Driving school,Leon Kilat St,Temporarily closed,(032) 254 8506,http://www.a1drivingschools.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tisa Elementary School,5.0,(1),Bus stop,,Temporarily closed,(032) 340 6461,,,
CRDP Caregiver School Corporation.,5.0,(2),,"Rama Cmpd., Basak San Nicolas, Cebu City, Cebu",Temporarily closed,(032) 256 2860,https://www.edukasyon.ph/schools/crdp-caregiver-school-corporation,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Dorm @ Cebu International School,4.0,(5),Student housing center,,Temporarily closed,(032) 261 0247,http://cis.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lux Oriens Gym,4.5,(41),Gym,,Temporarily closed,(032) 345 4378,http://www.shs-adc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Punta Princesa Elementary School,5.0,(2),Bus stop,,Temporarily closed,(032) 261 3036,,,
Kumon Banawa (Guadalupe) Center,5.0,(3),After school program,"Upper Ground Floor, Sundance Residences, Banawa",Temporarily closed,(032) 354 5339,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Labangon Elementary School,4.7,(3),Bus stop,,Temporarily closed,(032) 253 1871,,,
Kumon Gaisano (Tabunok) Center,4.6,(10),After school program,"2nd Floor, Arcade Bldg., Gaisano Grand Fiesta Mall Hi-way",Temporarily closed,(032) 491 5322,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Kumon Private (Cebu) Center,3.0,(1),After school program,"Unit 102, JDC Building, J. Alcantara Street",Temporarily closed,(032) 418 1553,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tisa National; High School,3.7,(3),Bus stop,,Temporarily closed,(032) 238 4015,,,
De La Salle Andres Soriano Memorial College,4.7,(26),University,,Temporarily closed,(032) 325 2026,http://www.facebook.com/DeLaSalleAndresSorianoMemorialCollege/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Punta Princesa Elementary School,5.0,(3),Bus stop,,Temporarily closed,(032) 511 5772,,,
Kumon Punta Princesa (Labangon) Center,4.5,(2),After school program,"16 Virgo Street, Guadalupe Village",Temporarily closed,(032) 318 6631,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Kumon Basak (Pardo) Center,5.0,(1),After school program,"Unit 204, South Point Place, N. Bacalso Avenue, Basak Pardo",Temporarily closed,(032) 324 0774,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Domingo Yana Elementary School,5.0,(2),Elementary school,,Closed today,(032) 487 8495,http://www.deped.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Benthel Asia School Of Technology,4.2,(11),,Basak,Closed,(032) 236 1180,https://benthelasia.edu.ph/author/benthel/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Nangka National High School,5.0,(3),High school,,Temporarily closed,(032) 333 2248,,,
Tandang Sora Elementary,5.0,(2),School,124 Locsin St,Temporarily closed,(032) 254 2356,http://www.deped.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Euro Language Center,5.0,(4),Tutoring service,"LDM Bldg, M.J Cuenco Avenue Cor. Legaspi St",Temporarily closed,(032) 318 2610,http://www.eurolanguagecenter.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Technological University - Main Campus,4.3,(73),Public university,"M.J. Cuenco Ave, Cor R. Palma Street",Temporarily closed,4121399,http://www.ctu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Paul College,5.0,(2),University,National Highway,Temporarily closed,(032) 272 2985,,,
"University of San Jose - Recoletos, Basak Campus",4.6,(44),Private university,cicct usjr,Temporarily closed,(032) 417 9500,http://usjr.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Gullas College of Medicine,4.6,(9),University department,Dionisio Jakosalem St,Closed,(032) 261 0247,https://www.uvgullasmedicalcollege.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu State College Of Science & Technology,4.5,(41),College,M J Cuenco Avenue,Temporarily closed,(032) 256 1181,,,
National Book Store,4.3,(29),School supply store,"ayala center cebu, Level 2",Temporarily closed,(032) 231 4006,https://www.nationalbookstore.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
National Book Store - SM Cebu,4.3,(20),School supply store,"Upper Ground Floor, SM City Cebu Juan Luna Ave. cor. Cabahug and, Kaohsiung St",Temporarily closed,(032) 231 5496,https://www.nationalbookstore.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
DepEd - BLR,4.7,(3),Government office,,Temporarily closed,(032) 230 7939,http://deped.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bohol Wisdom School,4.3,(30),School,Penaflor St,Closed,(038) 501 9410,,,
Bacolod Tay Tung High School,4.3,(10),School,"P., Hernaez St",Temporarily closed,(034) 433 0782,,,
Ruby S,3.0,(2),Residents association,#3 Ruby Street Helenville I,Temporarily closed,4957795,,,
National Book Store - SM Seaside City,4.3,(7),School supply store,"Lower Ground Floor, SM Seaside City Cebu SM Seaside Complex, Brgy. Mambaling SM Seaside Complex",Temporarily closed,(032) 410 7277,https://www.nationalbookstore.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
National Book Store,4.2,(277),School supply store,"Ground Floor, Mango Plaza,, Gen. Maxilom Avenue cor. J. Osmeña Street,",Temporarily closed,(032) 254 7334,https://www.nationalbookstore.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
National Book Store,4.0,(10),School supply store,General Maxilom Ave Ext,Temporarily closed,(032) 260 6084,https://www.nationalbookstore.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Bantayan Southern Institute,5.0,(1),Private school,Pres. M. L. Quezon St.,Temporarily closed,(032) 352 5263,,,
Clarks,5.0,(2),Men's clothing store,"SM City Cebu, Juan Luna Ave.Cor.Cabahug And Kaohsiung St",Temporarily closed,(032) 487 8495,http://www.clarks.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Iloilo Sun Yat Sen High School,5.0,(2),High school,Mapa St,Closed,(032) 236 1180,,,
Ateneo de Iloílo,4.4,(26),Catholic school,"Tabucan , 5000 Iloilo City , Iloilo",Temporarily closed,(033) 337 5531,http://www.smcs.adi.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Hua Siong College of Iloilo,4.1,(9),School,Iznart St,Temporarily closed,(033) 335 0145,http://huasiong.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Clarks,3.0,(1),Shoe store,"ayala center cebu, Archbishop Reyes Ave. Cebu Business Park",Temporarily closed,(032) 231 5342,http://www.clarks.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Leyte Progressive High School,4.0,(8),High school,,Temporarily closed,(053) 321 2413,,,
Sacred Heart School,4.4,(8),School,T. Claudio St,Temporarily closed,(053) 321 2424,,,
Duyan Learning Center,4.6,(44),Learning center,M.L. Quezon National Highway,Temporarily closed,(032) 417 9500,https://www.facebook.com/DuyanAcademy/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
IAU,3.1,(17),Basketball court,Kagodoy Rd,Closed,(032) 261 0247,http://iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Young Life Philippines, Incorporated",5.0,(1),Non-profit organization,"B. Rodriguez Street, Espina Village 2",Temporarily closed,(032) 402 1597,https://philippines.younglife.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Palawan Express Pera Padala,2.3,(3),Money transfer service,"Toledo-Tabuelan-San Remigio Road, Alang-alang Buanoy",Temporarily closed,0917 928 1381,,,
Clarks,4.3,(20),,"The North Wingf, Buliding B, UG , SM City Cebu, Juan Luna Avenue , 6000 Cebu City , Cebu",Temporarily closed,(032) 231 0557,http://www.clarks.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Timber City Academy,4.3,(10),School,Montilla Blvd,Temporarily closed,(085) 342 8046,,,
The Abba's Orchard - A Maria Montessori School,4.8,(4),Montessori school,"Alwana Business Park, Cugman",Closed today,(088) 855 8800,http://www.theabbasorchard.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lanao Chung Hua School,3.4,(5),School,,Temporarily closed,(063) 221 5460,,,
