section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
Rogationist Seminary - Cebu,4.2,(10),Seminary,"St. John street,, Don Bosco Village, Pleasant Homes Subd",Temporarily closed,(032) 272 0947,,,
Cebu International Distance Education College (CIDEC),4.8,(24),Distance learning center,22280 Juan Seno Street,Closed today,0929 515 1991,https://www.cidec.education/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Asian College of Technology - Bulacao Campus,3.7,(11),Technical school,"710 Bulacao, Pardo, Cebu City, Cebu",Temporarily closed,(032) 272 7582,http://act.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Britech College - Senior High,4.6,(11),Senior high school,"Britech Bldg, Central Nautical Hwy",Temporarily closed,(032) 263 1005,http://fb.com/britechcollegeinc,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
San Roque College de Cebu,3.6,(7),School,Cebu N Rd,Temporarily closed,(032) 345 1237,,,
Cebu Technological University - Main,2.0,(1),University,,Temporarily closed,(032) 256 2172,,,
University of San Carlos,4.2,(101),Private university,Gov. M. Cuenco Ave,Temporarily closed,(032) 230 0100,http://www.usc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Britech College - Elementary Campus,2.3,(3),Elementary school,Pagutlan Rd,Temporarily closed,0917 715 0995,http://facebook.com/britechcollegeinc,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CIE British School - Cebu,3.2,(20),School,Pres. Magsaysay St,Temporarily closed,(032) 233 2577,http://www.cie.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
San Roque College de Cebu,4.1,(10),Private school,,Temporarily closed,(032) 424 9691,http://www.srcds.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Philippine Public Safety Colleges,2.0,(1),University,,Temporarily closed,0933 201 4669,,,
AMA Cebu Campus,5.0,(1),School,S Cabahug,Temporarily closed,(032) 232 2676,http://www.ama.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Doctors' University (CDU),4.0,(21),Private university,North Reclamation Area Mandaue City Cebu,Temporarily closed,(032) 238 8333,http://www.cebudoctorsuniversity.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Fly High With Indiana Aerospace University,4.0,(1),Flight school,Kagodoy Rd.,Temporarily closed,(032) 233 9572,http://iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of Cebu,4.2,(96),Private university,Sanciangko St,Temporarily closed,(032) 255 7777,http://uc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
College of Computer Studies,5.0,(1),University department,,Temporarily closed,(032) 262 7281,http://www.cit.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Center for International Education Global Colleges - Child Development Center Cebu Campus,4.8,(8),High school,"Villa Aurora Tennis Court, 1 Pres. Quezon St",Temporarily closed,(032) 233 0199,,,
Science and Technology Building,3.0,(2),School,Natalio B. Bacalso Ave,Temporarily closed,(032) 272 0947,http://cit.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pacific Isle Aviation Institute,4.3,(4),Aviation training institute,"3F Evangeline Bldg., Colina St",Temporarily closed,(032) 344 5632,http://piai.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Institute of Technology - University,4.6,(119),Private university,Natalio B. Bacalso Ave,Temporarily closed,(032) 261 7741,http://www.cit.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Informatics College Consolacion,4.2,(10),School,"Eskina Jugan , North Road",Temporarily closed,(032) 272 0947,,,
Indiana Aerospace University,4.2,(39),University,,Closed,(032) 236 2771,http://www.iau.com.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Technological University - Main Campus,4.3,(73),Public university,"M.J. Cuenco Ave, Cor R. Palma Street",Temporarily closed,4121399,http://www.ctu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CIT-U College Library,5.0,(1),Library,Natalio B. Bacalso Ave,Temporarily closed,(032) 263 1005,https://www.cit.edu/v6/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
ACT College Of Nursing,3.6,(7),Nursing room,"ACT Bldg., P. Del Rosario St.",Temporarily closed,(032) 345 1237,http://www.act.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Saint Paul College Foundation,5.0,(1),,"F. Ramos, corner Junquera Street, Cebu City, 6000, Cebu",Temporarily closed,(032) 255 7414,https://www.spcfi.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Southwestern University PHINMA,4.4,(53),Private university,Urgello Street,Temporarily closed,(032) 416 4680,http://swu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Doctor's University College of Medicine,5.0,(1),School,North Reclamation Area Mandaue City Cebu,Temporarily closed,(032) 253 4919,https://cebudoctorsuniversity.edu/college-of-medicine-requirements/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
De La Salle Andres Soriano Memorial College,4.7,(26),University,,Temporarily closed,(032) 325 2026,http://www.facebook.com/DeLaSalleAndresSorianoMemorialCollege/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu Normal University - Main Campus,4.8,(52),Public university,Osmeña Blvd,Temporarily closed,(032) 253 9611,http://cnu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Theresa's College - Clinic,5.0,(1),Medical clinic,R Aboitiz St,Closed today,(032) 256 2224,http://www.stccebu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Abe International College Of Business And Accountancy,5.0,(1),,Salinas Dr,Temporarily closed,(032) 234 2421,http://www.abe.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Gullas College of Medicine,4.6,(9),University department,Dionisio Jakosalem St,Closed,(032) 238 8333,https://www.uvgullasmedicalcollege.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Central Philippine Bible College Inc.,4.0,(1),,"248 1-C Englis, V. Rama Ave., Guadalupe, Cebu City, Cebu",Temporarily closed,(032) 254 9116,,,
Sti College,3.0,(2),Bus stop,,Temporarily closed,(032) 255 7777,,,
Cebu Mary Immaculate College,5.0,(1),,"D.Jakosalem Street , Dela Rama Compound , 6000 Cebu City , Cebu",Temporarily closed,(032) 254 8090,,,
University of the Visayas - Main Campus,4.3,(66),Private university,Dionisio Jakosalem St,Temporarily closed,(032) 253 6173,http://uv.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu School Of Midwifery,5.0,(1),Medical school,"Cebu Woman's Club Bldg, B. Rodriguez St",Temporarily closed,(032) 272 0947,https://www.facebook.com/pages/Cebu-School-of-Midwifery/108113282554976,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Philippine Air Force College of Aeronautics,4.3,(4),Education,General Aviation Rd,Temporarily closed,(032) 344 5632,,,
Philippine College of Physicians - Central Visayas Chapter,4.6,(119),Government office,"Cebu Medical Society, Banilad",Temporarily closed,(032) 233 6168,http://www.pcp.org.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of Southern Philippines Foundation,4.2,(46),Private university,"USP Compound, Salinas Dr",Temporarily closed,(032) 414 8773,,,
Saint Louis College - Cebu Canteen,4.0,(28),Cafe,M.D.Echavez,Closed,(032) 236 2771,,,
"University of San Jose - Recoletos, Main",4.4,(94),Private university,,Temporarily closed,(032) 253 7900,http://usjr.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu City Medical Center,3.0,(3),,"N. Bacalso Avenue, Cebu City6000 Cebu City Cebu",Temporarily closed,(032) 255 7721,,,
Saint Augustine International School,2.1,(7),School,101 General Aviation Rd,Temporarily closed,(032) 505 0069,http://www.amaes.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Informatics College,5.0,(1),,"L2 , SM City Consolacion, Cebu North Road , 6001 Consolacion , Cebu",Temporarily closed,(032) 564 2078,,,
University Of Cebu - Lapu-Lapu and Mandaue,4.2,(96),Private university,A. C. Cortes Ave,Temporarily closed,(032) 345 6666,http://www.uc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Cebu Sacred Heart College, Inc.",5.0,(1),School,"Valladolid , 6019 Carcar , Cebu",Temporarily closed,(032) 487 8586,,,
Newtown School of Excellence,4.5,(4),School,"Newtown Boulevard, Mactan Newtown, Newtown Blvd",Temporarily closed,0922 766 2397,,,
Pajo National High School,4.5,(18),High school,,Temporarily closed,(032) 340 2283,,,
Marigondon National High School,5.0,(11),High school,Maximo V. Patalinghug Jr Ave,Temporarily closed,(032) 256 2224,,,
Green Garden Christian School,5.0,(1),Elementary school,"Don B. Benedicto Road, Carajay",Temporarily closed,(032) 494 3994,https://ggcsci.weebly.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
CIA ACADEMY,5.0,(2),School,Vista Mar Avenue,Temporarily closed,(032) 238 8333,,,
"Saint Dominic Savio School of Lapu-Lapu,City",4.0,(1),School,"Deca 5, Sudtungan",Temporarily closed,(032) 268 3845,,,
Cebu Reliable and Excellent Seafarers Training Center,4.0,(1),School,"Cebu Technological University, R. Palma Street corner M.J. Cuenco Avenue, Cebu City, Cebu",Temporarily closed,(032) 505 7855,http://www.ctu.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
St. Alphonsus Catholic School,4.4,(5),Elementary school,G.Y. Dela Serna St,Temporarily closed,(032) 254 8090,https://www.facebook.com/Saint-Alphonsus-Catholic-School-SACS-127578727327172/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Camp Lapu-lapu National High School,4.3,(66),High school,Generoso St,Temporarily closed,(032) 253 6173,,,
"Kumon Philippines, Inc. (Cebu Branch)",5.0,(1),Educational institution,"2 Quad, Cardinal Rosales Ave",Temporarily closed,(032) 263 3419,http://ph.kumonglobal.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Informatics Computer Institute,5.0,(1),,"Lower GF, SM City Cebu, Juan Luna Ave. Ext., North Reclamation Area, Cebu City 6000",Temporarily closed,(032) 231 0380,http://www.informatics.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Community Medico-Social Services,4.6,(119),Social services organization,"Velez College, 79 F. Ramos St",Temporarily closed,(032) 253 1871,http://www.velezcollege.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
NPBC North Point Business Center,4.2,(46),Business center,M. C. Briones St,Temporarily closed,(032) 414 8773,,,
Mary's Little Children Community,4.9,(16),Religious organization,,Closed,(032) 272 4930,http://mlcc.comoj.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Abe International College Of Business And Accountancy,4.4,(94),University,#17TKT Mabini St,Temporarily closed,(033) 336 2515,http://www.abe.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of the Visayas - Toledo Campus,4.8,(8),Private university,S Osmena St,Temporarily closed,(032) 255 7721,,,
Mandaue City,2.1,(7),,,Temporarily closed,(032) 505 0069,http://mandauecity.gov.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cebu School Of Midwifery,5.0,(1),,Cebu City,Temporarily closed,(032) 253 5361,https://ched.gov.ph/cebu-school-midwifery-profile/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
OAD Tabor Hill,4.5,(58),Church,Cebu City,Temporarily closed,(032) 345 6666,,,
MSA Prayer Room,5.0,(1),Place of worship,Cebu City,Temporarily closed,(032) 487 8586,http://www.msainstitute.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
MSA Academic Advancement Ins.,3.0,(4),Tutoring service,Cebu City,Temporarily closed,(032) 255 2191,http://msainstitute.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
MSA ACADEMIC ADVANCEMENT INSTITUTE,4.5,(18),Tutoring service,Cebu City,Temporarily closed,0915 492 5967,https://msainstitute.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Siena College,3.8,(43),College,Quezon City,Temporarily closed,(02) 3414 1155,http://www.scqc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
FEU Institute of Technology,4.1,(46),College,Manila,Temporarily closed,(02) 8281 8888,https://www.feutech.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Lorma Colleges, Inc.",3.6,(27),University,San Fernando,Temporarily closed,(072) 700 0000,http://lorma.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Wheaton College,3.7,(135),College,Wheaton,Temporarily closed,+1 630-752-5000,http://www.wheaton.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Grossmont College,4.0,(142),College,El Cajon,Closed,+1 619-644-7000,https://www.grossmont.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Pomona College,4.5,(102),College,Claremont,Temporarily closed,+1 909-621-8000,https://www.pomona.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Swarthmore College,4.4,(97),College,Swarthmore,Temporarily closed,+1 610-328-8000,http://www.swarthmore.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
College of the Desert,3.8,(89),Community college,Palm Desert,Temporarily closed,+1 760-346-8041,http://www.collegeofthedesert.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Carleton College,4.6,(65),College,Northfield,Temporarily closed,+1 507-222-4000,http://www.carleton.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Brazosport College,4.1,(27),College,Richwood,Temporarily closed,+1 979-230-3000,http://www.brazosport.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cerritos College,3.8,(112),College,Norwalk,Temporarily closed,+1 562-860-2451,http://www.cerritos.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Saint Paul College,3.5,(119),College,St Paul,Closed,+1 651-846-1600,https://saintpaul.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Geneva College,4.0,(44),College,Beaver Falls,Closed,+1 724-846-5100,http://www.geneva.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Hamilton College,4.1,(54),College,Clinton,Temporarily closed,+1 315-859-4011,http://www.hamilton.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Amherst College,3.8,(87),College,,Temporarily closed,+1 413-542-2000,https://www.amherst.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Palomar College,4.3,(143),Community college,San Marcos,Temporarily closed,+1 760-744-1150,http://www.palomar.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Columbia Basin College,3.7,(53),College,Pasco,Closed,+1 509-547-0511,https://www.columbiabasin.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Riverside City College,3.9,(195),Community college,Riverside,Temporarily closed,+1 951-222-8000,https://www.rcc.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Crown College,4.6,(35),Christian college,St Bonifacius,Closed,+1 952-446-4100,http://www.crown.edu/?utm_source=gmb,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
American River College...,4.1,(277),Community college,Sacramento,Closed,+1 916-484-8011,http://www.arc.losrios.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of the Philippines - Open University,4.0,(385),School,Davao City,Temporarily closed,(082) 222 2223,https://www.upou.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Hunter College,3.7,(380),College,New York,Closed,+1 212-772-4000,http://www.hunter.cuny.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Olympic College,3.6,(84),College,Bremerton,Closed,+1 360-792-6050,http://www.olympic.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
College of the Mainland,4.2,(48),Community college,Texas City,Closed,+1 409-938-1211,http://www.com.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Seattle Central College,3.7,(190),Community college,Seattle,Temporarily closed,+1 206-934-3800,http://www.seattlecentral.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Chaffey College,3.8,(152),Community college,Rancho Cucamonga,Closed,+1 909-652-6000,http://www.chaffey.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Yakima Valley College,3.7,(47),College,Yakima,Closed,+1 509-574-4600,http://www.yvcc.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Cosumnes River College,3.8,(109),Community college,Sacramento,Temporarily closed,+1 916-691-7344,http://www.crc.losrios.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
State College of Florida- Bradenton,3.3,(110),College,Bradenton,Closed,+1 941-752-5000,https://www.scf.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Everett Community College,3.8,(107),Community college,Everett,Closed,+1 425-388-9100,https://www.everettcc.edu/?utm_source=local&utm_medium=organic&utm_campaign=GMB,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
"Queens College, City University of New York",4.3,(826),College,Flushing,Closed,+1 718-997-5000,https://www.qc.cuny.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
MiraCosta College,4.1,(95),Community college,Oceanside,Closed,+1 760-757-2121,https://www.miracostacollegeoceanside.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Laney College,4.1,(105),Community college,Oakland,Temporarily closed,+1 510-834-5740,http://www.laney.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
