web-scraper-order,web-scraper-start-url,info,info-href,name,address,contact,contactother,fax,website,rate,reviews,reviewer_name,reviewer_date,reviewer_rate,reviewer_text,title_description,pages,pages-href
"1593600930-195","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Aicila Suites","https://www.businesslist.ph/company/264176/aicila-suites","Aicila Suites","Gov. M. Cuenco Avenue, Corner M.L. Quezon St., Nasipit Talamban, Cebu City 6000, Cebu City, Cebu, Philippines
View Map","(032) 238-1091
(032) 238-1191","www.aicilasuites.com","aicilasuites@gmail.com","www.aicilasuites.com","null","1 Review","[{""reviewer_name"":""Cheri Mai""}]","[{""reviewer_date"":""24 Jan, 2013""}]","[{""reviewer_rate"":""4.0""}]","[{""reviewer_text"":""My parents had a very good time staying in Aicila Suites. It was Sinulog days and the hotel provided a ride for the hotel guests to watch the kick-off parade that was held downtown. The hotel staff were friendly, the room was accommodating, and wifi connections are fast. They even have free breakfast and the foods were great to the taste.""}]","Cebu Hotels: Aicila Suites Cebu Hotel is situated in the crossroads of Talamban and Cabancalan, just 20 minutes from both Cebu-Ayala Business Park and Mactan International Airport, Aicila Suites beckon to the weary for a relaxing and yet entertaining retreat.","",""
"1593600915-190","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Bigstart Travel and Visa Assistance Services","https://www.businesslist.ph/company/148522/bigstart-travel-and-visa-assistance-services","Bigstart Travel and Visa Assistance Services","G/F Dreamfield Building 155 Sanciangko Street, 6000, Cebu City, Cebu, Philippines
View Map","63 32 505 9207
63 32 416 7710","09173223168","416 8308","www.bigstartvisa.com","null","null","[]","[]","[]","[]","Dependable Visa assistance guaranteed right from the start.","",""
"1593600826-164","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Elegant Circle Inn","https://www.businesslist.ph/company/85471/elegant-circle-inn","Elegant Circle Inn","Fuente Osme&#241;a, Cebu City, 6000, Cebu City, Cebu, Philippines
View Map","(63 32) 254 1601","(63 32) 254 1606","elegantcircleinn.com","elegantcircleinn.com","null","null","[]","[]","[]","[]","fully airconditioned rooms, pabx telephone system, hot and cold water/bath, standby generator, 24 hours cable tv 2 elevators, ample parking space function rooms, safety deposit boxes, laundry and pressing service coffeeshop","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600822-163","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Europa Mansionette Inn","https://www.businesslist.ph/company/129542/europa-mansionette-inn","Europa Mansionette Inn","M.L. Quezon Avenue, Cabancalan, Mandaue, Cebu, Philippines
View Map","(032) 420-7885
(032) 420-7886
(032) 420-7887
(032) 420-7888
(032) 420-7889","+ 63 32 420 7803","www.europamansionetteinn.com","www.europamansionetteinn.com","null","null","[]","[]","[]","[]","Experience Europa...Discover the sophistication and classiness of Europe at the Europa Mansionette Inn inMandaue City, Cebu.On the outside, the inn is a picture of classic Victorian flair. Step inside and the elegant furnishings, even the elaborate staircases, make you think as if you’ve just arrived in a stylish European townhouse. And with the staff’s ready smiles and friendly service, you immediately feel cozy and relaxed. Allow Europa Mansionette Inn to add a wonderful taste of Europe to your Cebu vacation.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600678-127","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Lancaster Cebu Condotel Apartment Rentals","https://www.businesslist.ph/company/148227/lancaster-cebu-condotel-apartment-rentals","Lancaster Cebu Condotel Apartment Rentals","Matumbo, Nr. Airport Road, Mactan, u, 06551, Cebu","6332 340 0721","Update your business details by adding phone, website, description, working hours, location on map, categories and photos.","null","null","null","null","[]","[]","[]","[]","Lancaster Cebu Condotel Apartment Rentals is located in Matumbo, Nr. Airport Road, Mactan, u, 06551, Philippines. Company is working in Hotels business activities.","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600887-181","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","BADIAN ISLAND RESORT & SPA","https://www.businesslist.ph/company/120980/badian-island-resortspa","BADIAN ISLAND RESORT & SPA","Badian, Cebu City, Cebu, Philippines
View Map","(032) 472-1102
(032) 472-1103
(032) 472-1104
(032) 472-1105
(032) 472-1106","032 2533385","www.badianhotel.com","www.badianhotel.com","null","null","[]","[]","[]","[]","Exclusive All-Suites Hotel on a Romantic Paradise Island in Cebu, Philippines, All Inclusive, Spa & Wellness, Paradise for Honeymooners, PADI Dive Center, Watersports, Island-Hopping, whale/dolphin watching, and other excursions, entertainment, exquisite cuisine, Meetings and Incentives, Panorama Bathroom, Open-Air bathtub","",""
"1593600729-140","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","St. Moritz Hotel","https://www.businesslist.ph/company/85532/st-moritz-hotel","St. Moritz Hotel","St. Moritz Road (former Gorordo Avenue), 6000, Cebu
View Map","63 32 231 1148","63 32 231 2485","www.stmoritz-cebu.com","www.stmoritz-cebu.com","null","null","[]","[]","[]","[]","The Hotel St.Moritz, is centrally located in Cebu City, not far from several commercial centers, and ideally positioned both for the business person as for the vacationer. All places in town are easily reached by car or taxi, the Ayala Business Park, with its huge shopping mall, even on foot in a few minutes.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600829-165","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","EGI Club Cebu","https://www.businesslist.ph/company/139750/egi-club-cebu","EGI Club Cebu","Looc, Maribago, Lapu-Lapu City, Mactan Island, Cebu, Philippines, 6015, Cebu
View Map","63 32 232 3111","63 32 232 3117","www.egiclubceburesort.com","www.egiclubceburesort.com","null","null","[]","[]","[]","[]","Have the most fun under the sun with the countless activities our Mactan, Cebu resort offers. Take a refreshing dip in our vast swimming pool, go diving, or enjoy a couple of rounds of billiards. After you're through indulging in your pleasure of choice, head back inside and lounge around our roomy condo-style guestrooms. Our beautifully appointed accommodation comes with staple resort amenities, so you can relax in true holiday fashion.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600806-159","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Hotel De Mercedes","https://www.businesslist.ph/company/85568/hotel-de-mercedes","Hotel De Mercedes","7 Pelaez Street Cebu City, 6000, Cebu City, Cebu, Philippines
View Map","+ 63 32 253 1105","+ 63 32 253 3880","hoteldemercedes.com","hoteldemercedes.com","null","null","[]","[]","[]","[]","Hotel De Mercedes can be found a block away from both Osmena Boulevard and Colon Street. Both roads in Cebu City play host to a number of heritage sites, cultural destinations, commercial centers, and entertainment hubs in Metro Cebu. The tree-lined Osmena Boulevard heads toward the Fuente De Osmena, and from here guests of Hotel De Mercedes can jumpstart their Cebu vacations and enjoy the island’s attractions.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600839-168","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Crown Regency Hotel and Towers","https://www.businesslist.ph/company/85366/crown-regency-hotel-and-towers","Crown Regency Hotel and Towers","Tower 1, Fuente Towers, Osmeña Boulevard, 6000, Cebu City, Cebu, Philippines
View Map","(+6332) 418 8888","(+6332) 418 5885","crownregency.com","crownregency.com","null","null","[]","[]","[]","[]","At the Center of Cebu (on Fuente Osmeña) rises the Fuente Towers, hosting the prestigious Crown Regency Hotel & Towers, right in the pulse of the city in close proximity to the major points of commerce and recreation.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600768-150","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","PLANTATION BAY RESORT AND SPA","https://www.businesslist.ph/company/133048/plantation-bay-resort-and-spa","PLANTATION BAY RESORT AND SPA","Marigondon, Mactan Island, 6015, Makati City, Cebu, Philippines
View Map","63 32 340 5900","63 32 340 5988","plantationbay.com","plantationbay.com","null","null","[]","[]","[]","[]","Safety and Security, Protection from Natural Disasters. Due to its unique geology and location in the inland Philippine Sea, totally surrounded by much larger islands, Cebu-Mactan is safer than most other resort areas in the world.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600836-167","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Days Inn Hotel","https://www.businesslist.ph/company/138921/days-inn-hotel","Days Inn Hotel","Matumbo Pusok Hills Airport Road,, 6016, Cebu
View Map","63 32 495 5381","63 32 495 5386","www.daysinn.com/DaysInn/control/Booking/property_info?propertyId=06340","www.daysinn.com/DaysInn/control/Booking/property_info?propertyId=06340","null","null","[]","[]","[]","[]","Situated right in the emerging investments powerhouse of Cebu, Days Cebu Airport Hotel Mactan- enjoys the accessibility of the two-minute drive to the new Mactan International Airport and advantage of the single biggest instrument of the development for the island, the Mactan Export Processing Zone. It is just a 30-minute drive to Cebu City, shopping malls and the financial district. With this ideal location, Days Hotel Mactan-Cebu is the most convenient place to stay while doing business or simply jetsetting in the south.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600902-186","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Abaca Boutique Resort & Restaurant","https://www.businesslist.ph/company/139665/abaca-boutique-resortrestaurant","Abaca Boutique Resort & Restaurant","Punta Enga&#241;o Road, Mactan Island, Lapu-Lapu City, 6015, Cebu
View Map","+63 32 495 3461
+63 32 236 0311","+63 32 495 1378","www.abacaresort.com","www.abacaresort.com","null","null","[]","[]","[]","[]","Abaca boutique resort, one of the most exclusive boutique resorts is located in the beautiful central Philippines on Mactan island. Abaca is a tropical hideaway that offers the tranquility of very private deluxe suites set in a lush tropical oceanfront retreat. In addition to the spacious suites and villas, guests enjoy full luxury spa and restaurant experiences.","",""
"1593600802-158","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Kasai Village Beach Resort","https://www.businesslist.ph/company/139863/kasai-village-beach-resort","Kasai Village Beach Resort","Tuble Moalboal, 6032, Cebu
View Map","+63 32 516 2617","+63 32 474 0551","kasaivillage.com","kasaivillage.com","null","null","[]","[]","[]","[]","We are situated on the Southwestern coast of the Island of Cebu, near the fishermen village of Moalboal, right in front of a stunning coral shoreline. The area hosts only but a handful resorts, of which Kasai Village is in a distinctive class of its own.The resort is perfectly suited for diving and other water sporting activities. On exciting excursions with jungle trips, cave exploring, motorcycle riding in the mountains, hill walking to the waterfalls and hot springs and much more, you will get to know the diversity of the amazing Island of Cebu. Alternatively, Kasai Village Beach Resort is equally suited for romantics and those who just want to relax.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600850-171","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Cebu Grand Hotel","https://www.businesslist.ph/company/85342/cebu-grand-hotel","Cebu Grand Hotel","Cebu Capitol Complex North Escario St., 6000, Cebu City, Cebu, Philippines
View Map","(+6332) 254 6331
(+6332) 254 6339
(+6332) 254 6361
(+6332) 254 6362","(+6332) 254 6363","cebugrandhotel.com","cebugrandhotel.com","null","null","[]","[]","[]","[]","The Cebu Grand Hotel is perfectly located for both business and leisure guests to Cebu.The hotel has 99 rooms which are all nicely decorated to provide a memorable stay.Each guestroom features amenities such as bathtub, separate shower and tub, air conditioning, television, shower, mini bar.Hotel facilities offered at this Cebu accommodation include shops, elevator, coffee shop, bar/pub, laundry service/dry cleaning, meeting facilities, restaurant.In addition, the hotel's guests can enjoy the leisure and sports facilities provided on the premises: gym, outdoor pool.Being one of the good quality hotels in Cebu, guests staying at this hotel will find its convenient location and tranquil atmosphere pleasurable. To make your reservation at the Cebu Grand Hotel via our secure online booking form, please submit your visit dates.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600912-189","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Cebu Grand Hotel","https://www.businesslist.ph/company/300037/cebu-grand-hotel","Cebu Grand Hotel","Cebu Capitol Commercial Complex, North Escario St, Cebu City, Cebu City, Cebu, Philippines
View Map","(+6332) 2546331","(+6332) 2546363","www.cebugrandhotel.com","www.cebugrandhotel.com","null","null","[]","[]","[]","[]","Cebu Grand Hotel is a wholly-owned hotel arm of BF Management Corporation, a Cebuano company established over 20 years ago. This 100-room business hotel, is located at the heart of Cebu City business district, an easy and comfortable temporary home, for both business and leisure travelers.","",""
"1593600936-197","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Virgin Beach Resort Cebu","https://www.businesslist.ph/company/139629/virgin-beach-resort-cebu","Virgin Beach Resort Cebu","Sitio Suba, Brgy., Malbago, Daanbantayan, 6013, Cebu
View Map","032-354-8661","0915-383-8408
0915-455-6990","63 32 437 0106","www.virginbeachresortcebu.com","4.7","2 Reviews","[{""reviewer_name"":""Anric Boholst""},{""reviewer_name"":""Nick Haines""}]","[{""reviewer_date"":""21 Jan, 2012""},{""reviewer_date"":""21 Jan, 2012""}]","[{""reviewer_rate"":""4.3""},{""reviewer_rate"":""5.0""}]","[{""reviewer_text"":""been there and the place is awesome... very good for R&R... away from the hustle and bustle of City life... When you're here in Cebu Philippines, be sure to drop by Virgin Beach Resort Cebu... Kudos Ron""},{""reviewer_text"":""This place was just what I expected after visiting their web site. It was indeed peaceful and quiet and out of the way and off the beaten path. There were no crowds there and no noise. The rooms were clean and price was low. The staff was helpful and friendly and the food was delicious. Not a lot of white sand at the beach, but it was exactly like in the pictures, so I wasn't disappointed. The website and the menu said to put in your order early as they do not have any items pre-prepared and everything is made fresh. Only took about 20 minutes so that was great. If you are looking for a quiet place away from it all, then this place is for you.""}]","Virgin Beach Resort Cebu is located in Sitio Suba, Barangay Malbago, Daanbantayan 6013 Cebu, Philippines on 2 hectare or about 5 acres of beautiful lush tropical landscaping.","",""
"1593600867-175","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","California Electronics Online","https://www.businesslist.ph/company/131173/california-electronics-online","California Electronics Online","Green Gate Warehouse, 6000, Cebu City, Cebu, Philippines
View Map","63 32 261 7949
63 32 236 2863","0322617949","www.california-electronics.com","www.california-electronics.com","null","null","[]","[]","[]","[]","Wholesale distributor of quality electronic items with offices in Cebu City, Philippines and distribution office in China. We sell worldwide. Products include mobile phones, security products, green and eco-friendly products, home automation products, medical electronic products, LED lighting, solar and wind generators, energy meters, energy savers, power savers, energy audit apparatus and software, remote energy monitors, water savers, solar toilets, consumer electronics and appliances.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600933-196","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Viaje Islas Filipinas Travel & Tours, Inc.","https://www.businesslist.ph/company/263964/viaje-islas-filipinas-traveltours-inc","Viaje Islas Filipinas Travel & Tours, Inc.","Unit B-1 G/F NDI Commercial Complex, A.S. Fortuna Street, Bakilid , Mandaue, Cebu, Philippines","+63 32 5822211","+63 9234076888","+63 32 2386922","www.viajeislasfilipinas.com","5.0","1 Review","[{""reviewer_name"":""Maridel""}]","[{""reviewer_date"":""13 Mar, 2013""}]","[{""reviewer_rate"":""5.0""}]","[{""reviewer_text"":""great customer service and affordable rates!""}]","Viaje Islas Filipinas is a travel and tours agency in Cebu offering various travel related services.","",""
"1593600750-146","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Regal Business Park hotel","https://www.businesslist.ph/company/138862/regal-business-park-hotel","Regal Business Park hotel","Archbishop Reyes Avenue, across Ayala Center, 6000, Cebu
View Map","63 32 412 2588
63 32 232 6680","63 32 236 0511","regalbusinessparkhotel.com","regalbusinessparkhotel.com","null","null","[]","[]","[]","[]","When you’re here, you’re family. Never was there a hotel that comes close to “home.”This is your boutique hotel re-invented:Comfortable, down to earth, and the service is reduced to simplicity.Regal Business Park Hotel is committed to providing her guests with home-quality service, comfort and convenience, and they are treated with the kind of attention that is reserved for family","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600761-148","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Radisson Blu Hotel Cebu","https://www.businesslist.ph/company/85491/radisson-blu-hotel-cebu","Radisson Blu Hotel Cebu","Serging Osme&#241;a Boulevard, Corner Juan Luna Avenue, 6000, Cebu
View Map","6332 402 9900
6332 505 1700","6332 402 9999","www.radissonblu.com","www.radissonblu.com","null","null","[]","[]","[]","[]","Visit the Radisson Blu (formerly SAS) website for great deals and special offers at our luxury hotels & resorts. Our hotels are Ideal for a weekend getaway or business conference. Radisson Blu Hotels & Resorts.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600858-173","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Cebu Midtown Hotel","https://www.businesslist.ph/company/85397/cebu-midtown-hotel","Cebu Midtown Hotel","Fuente Osmena Boulevard, 6000, Cebu City, Cebu, Philippines
View Map","+6332 2539711","+6332 2539763","cebumidtownhotel.net","cebumidtownhotel.net","null","null","[]","[]","[]","[]","Exclusive access to the Cebu City's most important landmarks and busiest commercial centers is guaranteed at Cebu Midtown Hotel. This modern structure towers over Fuente Osmeña, one of Cebu's busiest thoroughfares. The Mactan Cebu International Airport, the finest beaches and top commercial, entertainment and shopping establishments are within easy reach. Even better, Cebu Midtown Hotel offers unrivaled convenience as it is set atop a three-level department store and a supermarket. Making Cebu City is right at your fingertips.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600765-149","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","PULCHRA BEACH RESORT","https://www.businesslist.ph/company/85898/pulchra-beach-resort","PULCHRA BEACH RESORT","San Fernando, National Highway, 6018, Cebu
View Map","+63 32 232 0823
+63 32 232 0824
+63 32 232 0825","+63 32 488 9292","www.pulchraresorts.com","www.pulchraresorts.com","null","null","[]","[]","[]","[]","Pulchra/Pulkra/ is located south of the island of Cebu in the quiet barrio of San Isidro, town of San Fernando. It is 43 km from Mactan Cebu International Airport or 45 minutes away from Cebu City. The Resort can be reached by sea transfers through its 46 footer cabin cruise - Pireef.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600748-145","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Richmond Plaza Hotel","https://www.businesslist.ph/company/85349/richmond-plaza-hotel","Richmond Plaza Hotel","F. Sotto Drive, Gorordo Avenue, 6000, Cebu
View Map","63 32 910 4203
63 32 910 4205","63 32 910 4206","www.richmondhotelcebu.com","www.richmondhotelcebu.com","null","null","[]","[]","[]","[]","Relax and enjoy our Foot and Body massage here in Richmond Plaza Hotel. Our therapeutic treatments are tailored to meet your individual needs, targeting specific concerns and helping restore optimum health.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600699-133","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Verbena Pension","https://www.businesslist.ph/company/130318/verbena-pension","Verbena Pension","Don Gil Garcia Street, Cebu City, Cebu, Philippines","(032) 253-0203","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600870-176","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Cabana Beach Club Resort","https://www.businesslist.ph/company/139820/cabana-beach-club-resort","Cabana Beach Club Resort","Moalboal, 6032, Cebu
View Map","63 032 474 0034","63 032 474 0035","www.cabanacebu.com","www.cabanacebu.com","null","null","[]","[]","[]","[]","Nestled snugly on a thousand square meter enviable seafront lot of white sands and pristine waters gently lapping its coral seawall is this homey beach resort that arrests the ambiance of an Asiatic coastal paradise: Oriental huts with polished wooden flooring, cathedral ceilings of laced bamboo strips, Japanese inspired partition walls, an all-bamboo furniture ensemble of bed, table chairs and racks, spacious veranda look-out to sea, sand, tropical palms and a vista of never-ending mountain ranges that jut out of the distant blue veiled in haze and mist that break into rays of crimson and amber hues in a breathtaking Sunset.","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600816-161","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Holiday Plaza Hotel","https://www.businesslist.ph/company/85396/holiday-plaza-hotel","Holiday Plaza Hotel","F. Ramos Street, 6000, Cebu
View Map","63 32 254 9880","63 32 254 7646","www.holidayplazacebu.com","www.holidayplazacebu.com","null","null","[]","[]","[]","[]","Holiday Plaza Hotel is accredited with the Philippine Department of Tourism and classified as a standard hotel in the same category as Cebu City Marriott Hotel and Cebu Midtown Hotel of the Midtown chain in the Philippines","2","https://www.businesslist.ph/philippines-business-search/2"
"1593600875-178","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Be Resort","https://www.businesslist.ph/company/139882/be-resort","Be Resort","Punta Engano Road,Mactan Island, Philippines, 6015, Cebu City, Cebu
View Map","63 32 236 8888","63 32 236 8088","www.beresorts.com","www.beresorts.com","null","null","[]","[]","[]","[]","Drenched in sun, greeting the breeze, and welcoming the sea, BE Resort is nestled in Punta Engano, Mactan Island. Located minutes away from the Mactan International Airport and easily accessible via the Marcelo B. Fernan bridge, getting to your stylish gateway at BE Resorts is closer than you think.","",""
"1593600693-132","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Villa Inez Pension House","https://www.businesslist.ph/company/130348/villa-inez-pension-house","Villa Inez Pension House","Andres Abellana Street, Cebu City, Cebu, Philippines","(032) 255-4079","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600924-193","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","AJ's Place Beach Resort","https://www.businesslist.ph/company/300823/ajs-place-beach-resort","AJ's Place Beach Resort","AJ’s Place Beach Resort, Natalio Bacalso, Tan.awan Oslob, Cebu
View Map","0922 360 8100","0922 360 8100","ajsplace-oslob.com/","ajsplace-oslob.com/","null","null","[]","[]","[]","[]","AJ’s Place Beach Resort is located in Tan-awan, Oslob, Cebu, home to the world renowned Oslob Whale Sharks. Tucked away amidst the chaos of crowded resorts and busy streets, our peaceful little beach resort provides a welcoming and stress-free environment.","",""
"1593600724-139","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","The Bellavista Hotel","https://www.businesslist.ph/company/85161/the-bellavista-hotel","The Bellavista Hotel","M.L. Quezon National Highway Pusok, Lapu-lapu City, 6015, Cebu City, Cebu, Philippines
View Map","+63(32) 340 7821","+63(32) 340 7823","www.thebellavista.hotel.com","www.thebellavista.hotel.com","null","null","[]","[]","[]","[]","The The Bellavista Hotel is located in Cebu making it one of the best hotels to stay at while in town.This 3-star hotel was established in 1998 and offers 48 guestrooms.The guestrooms are equipped with non smoking rooms, air conditioning, daily newspaper, desk, hair dryer, television, bathtub.This Cebu accommodation contains all of the facilities and conveniences you would expect from a hotel in its class.Along with its convenient location in Cebu, the hotel also offers a wide range of services and facilities to the guests.These top-class facilities are complemented to excellent services to meet the needs of visitors to Cebu. Please complete our secure online booking form by entering your period of stay.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600899-185","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","ALEGRE BEACH RESORT","https://www.businesslist.ph/company/85808/alegre-beach-resort","ALEGRE BEACH RESORT","Calumboyan, Sogod, Island of Cebu, 6007, Cebu
View Map","+63(0)32 2549811
+63(0)32 2549822","+63(0)32 2549833","www.alegrebeachresort.com","www.alegrebeachresort.com","null","null","[]","[]","[]","[]","Located along the northern part of Cebu, Philippines, Alegre Beach Resort is sought for its quaintness and breathtaking scenery.","",""
"1593600890-182","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Anzani Cebu Restaurants","https://www.businesslist.ph/company/85167/anzani-cebu-restaurants","Anzani Cebu Restaurants","Panorama Heights, Nivel Hills, Gorordo Ave, 6000, Cebu
View Map","63 32 2327375
63 32 2360097","63 322334054","anzani.com.ph","anzani.com.ph","null","null","[]","[]","[]","[]","ANZANI * Anzani Restaurant Main Dining in two rooms total capacity 70. * Corporate room up to 8, * Wine Cellar up to 10, * Private Room also for buffet function up to 35, * Romantic View Terrace 4 tables for couples, * Tree Couches 16 with area for private cocktails. * Bellini Champagne Lounge comfort for 40 * Bar area for 25 Bar stools and high tables. * Chapel Garden Private Function, Wedding, Birthday Party, under customized tents up to 150/200 with special customized buffet menus.","",""
"1593600734-141","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","SotoGrande Hotel & Resort","https://www.businesslist.ph/company/85182/sotogrande-hotelresort","SotoGrande Hotel & Resort","Dapdap Mactan, Lapu Lapu City,Philippines, 6015, Cebu
View Map","6332 238 6589
6332 238 6590","6332 2386591","www.sotograndehotelresort.ph","www.sotograndehotelresort.ph","null","null","[]","[]","[]","[]","HOTEL HIGHLIGHTSRoom and suites at the SotoGrande Hotel & Resort have brought a new dimension to hotel design. Exclusive for guest appreciating real flair, rooms and suites are perfectly appointed and echoing modern culture within a hotel.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600688-130","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","West Gorordo Hotel","https://www.businesslist.ph/company/130382/west-gorordo-hotel","West Gorordo Hotel","110 Gorordo Avenue, Cebu City, Cebu, Philippines","(032) 231-4347","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600707-135","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Tourist Seaside Hotel","https://www.businesslist.ph/company/130297/tourist-seaside-hotel","Tourist Seaside Hotel","Poblacion, Talisay City, Cebu, Philippines","(032) 272-7813","null","null","null","null","null","[]","[]","[]","[]","Hotels","19","https://www.businesslist.ph/philippines-business-search/19"
"1593600782-153","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Makati Hotels Online","https://www.businesslist.ph/company/129840/makati-hotels-online","Makati Hotels Online","Unit 205, Raintree Mall corner Ramos Street and General Maxilom Avenue, Uptown, Cebu City, Cebu, Philippines
View Map","(032) 254-9665
(032) 412-7321","63 32 412 7321","www.makatihotelsonline.com","www.makatihotelsonline.com","null","null","[]","[]","[]","[]","The City of Makati has a population of 524,000, according to the 2000 Census of Population conducted by the National Statistics Office (NSO). This figure represents an increase of 39,824 or 8 per cent over the 1995 figure. Among cities and municipalities in Metro Manila, Makati ranks fifth in population, with a 5 percent share.In a span of 97 years, Makati's population grew 193 times. The 1903 Census placed the population at 2,700.Based on the 1995 Census of Population, the 20 barangays comprising Makati's First District have a combined population of 230,726, while the 13 barangays of the Second District have a combined population of 253,450. Barangay Pembo has the largest population, with 62,097 while the least populated barangay is Urdaneta with 3,575.","3","https://www.businesslist.ph/philippines-business-search/3"
"1593600896-184","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","Alpa City Suites","https://www.businesslist.ph/company/129233/alpa-city-suites","Alpa City Suites","Corner Hernan Cortes and F. Cabahug Street, Cebu City, Cebu, Philippines
View Map","(032) 238-1668
(032) 422-7171","(+63 32) 422 7575","www.alpacitysuites.com","www.alpacitysuites.com","null","null","[]","[]","[]","[]","Strategically located between the great cities of Cebu & Mandaue, Alpa City Suites offers you a suite spot for business. Stretch your stay without straining your budget. If you think that staying in Cebu entails nothing less than a major expense account, you'll find that Alpa City Suites is a welcome exception. Our rates are very competitive with most standard business hotels with daily and monthly packages for both personal and corporate guests.","",""
"1593600796-157","https://www.businesslist.ph/philippines-business-search/what:hotel/where:Cebu","KR Travel & Tours","https://www.businesslist.ph/company/85752/kr-traveltours","KR Travel & Tours","Green Fields, Pajo, Lapu-Lapu City, 6015, Cebu
View Map","63 927 2295081 63 91","63 32 2361603","www.cebutourguide.com","www.cebutourguide.com","null","null","[]","[]","[]","[]","Best hotel & tour package online, Cebu day tours, Bohol day tours, Kawasan Falls tour and many more.","3","https://www.businesslist.ph/philippines-business-search/3"
