web-scraper-order,web-scraper-start-url,link,link-href,name,address,contact,reviewer_name,reviewer_rate,reviews,rate,reviewer_text,open_establishment,type,dishes,cost,services,pages,pages-href
"1592238382-310","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/wasted-chef-kamputhaw/info","Wasted Chef","Gorordo Avenue, Kamputhaw, Cebu City","+639228311858","[{""reviewer_name"":""Joj Rosos""},{""reviewer_name"":""Kiana Caryn""}]","[{""reviewer_rate"":""1.0""},{""reviewer_rate"":""2.0""}]","80 Reviews","2.6","[{""reviewer_text"":""THE WORST :(\nAKO MAINGON KAHOY KAHOY KAHOY (Hastat sud-an, wlng taste)\n\nFood: Kanang mura kog nakakaon ug kahoy (ang lasa, wala dri wala did2). For short, the food is not worth it\nAmbience: It was gooooood (to be sarcastic). The place looks like you are in a nature park but its not because of the noise around the area. The place is built like for a sake na naa lng siya (butang2x lang ug kahoy and stuff)\nService: Walay CCCCCCCCCCRRRRRRRRRR (bisag sink man lng)...No choice kay kahoy man (NATURAL). Ofc naay iro cge ug gala2x(sana ol iro pwede musulod makikaon lng + free).\n\nPS: Bangko nila and table is not comfy (Natumba ako Best Friend)......And Finally, SANA OL MAY KAHOY LAHAT...read more""},{""reviewer_text"":""""}]","Opens at 6pm","Casual Dining - European, Asian","Pizza, Pasta, Shawarma, Burgers, Iced Tea","PHP600 for two people (approx.) Without alcohol","[{""services"":""Wine""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Bottle Service""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592239158-358","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-pyramid-lahug-cebu-city/info","The Pyramid","Garden Bloc, IT Park, Lahug, Cebu City","+63325160254","[]","[]","228 Reviews","3.8","[]","11am – 3am (Today)","Casual Dining, Bar - Filipino, American, Italian, Korean","null","PHP1100 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Full Bar Available""},{""services"":""Free Parking""},{""services"":""Bottle Service""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""All Day Breakfast""},{""services"":""Nightlife""},{""services"":""Serves Cocktails""},{""services"":""Wifi""}]","",""
"1592237937-289","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/aa-bbq-lahug/info","AA BBQ","Salinas Drive, Lahug, Cebu City","+63322382185","[{""reviewer_name"":""Kisshiekish""},{""reviewer_name"":""Maria Clara Hermoso""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","55 Reviews","3.7","[{""reviewer_text"":""I witnessed how this place started in lahug where we usually eat after the late out parties with friends. The bbq and all their dishes are so yummy that I don't mind eating here everday. I always love their stuffed bangus, their halaan soup and of course the bbq's! It's kinda pricey but it's totally worth it. I just don't understand why they need to charge 15pesos per person if your going to sit in their air conditioned room.""},{""reviewer_text"":""Good for family dinners, lots of options to choose from. My all time favorite is their sinigang shrimps, and sizzling squid. Same meal you will get from hukad or golden cowrie but on a much cheaper price!""}]","11am – 1am (Today)","Quick Bites - Filipino","Sinigang","PHP350 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Wifi""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592238442-314","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/port-restaurant-waterfront-cebu-city-hotel-casino-lahug/info","Port Restaurant - Waterfront Cebu City Hotel & Casino","Waterfront Cebu City Hotel & Casino, Salinas Drive, Lahug, Cebu City","+63322317441","[]","[]","88 Reviews","2.9","[]","Opens at 11am","Casual Dining - Seafood, Filipino","null","PHP800 for two people (approx.) Without alcohol","[{""services"":""Wine and Beer""},{""services"":""Group Meal""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Private Dining Area Available""},{""services"":""Buffet""},{""services"":""Bottle Service""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592239005-348","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-bada-by-you-korean-restaurant-kamputhaw/info","The Bada by You Korean Restaurant","9-3 Escario Street, Kamputhaw, Cebu City","+63325185445","[{""reviewer_name"":""Kiana Caryn""},{""reviewer_name"":""Lara Monegro""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""3.0""}]","212 Reviews","3.6","[{""reviewer_text"":""""},{""reviewer_text"":""Saw some cockroaches roaming around. Plus, they don't have water in their cr.""}]","Opens at 12noon","Casual Dining - Korean","Kimchi, Bean Sprouts, Salad, Pork Bulgogi","PHP700 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Wifi""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592238727-331","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/10-dove-street-banilad-mandaue-city/info","10 Dove Street","Oakridge Business Park, A. S. Fortuna Street, Banilad, Mandaue City 6014","+63324181010","[{""reviewer_name"":""Varvas Manila""},{""reviewer_name"":""Ara Grace""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""3.0""}]","98 Reviews","4.0","[{""reviewer_text"":""Very bad service. We pre ordered 2 hours earlier only to wait for 45 mins for our food to be served. We were not informed beforehand that certain menu items are not available until after 30 mins of waiting for our food. Our server Lyndel kept on smirking at us and did not bother to apologize for the inconvenience they caused us. Chicken pomodoro tasted like it was warmed while in plastic container. Food safety should dictate the food handler that they should transfer it to plate before warming it up thru microwave. Overall experience was bad.""},{""reviewer_text"":""Their food doesn't have consistent quality. Some items would be great, and some mediocre, which makes it not worth their prices. With a similar price, might as well buy from Abaca Baking Co.""}]","Opens at 11am","Casual Dining - Bakery, Asian","Hot Chocolate, Salad, Corn Soup","PHP900 for two people (approx.)","[{""services"":""Breakfast""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Desserts and Bakes""},{""services"":""Private Dining Area Available""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238877-340","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/zarks-burgers-north-reclamation-area-cebu-city/info","Zark's Burgers","Upper Ground Floor, SM City Cebu, North Reclamation Area, Cebu City","+63322324882","[]","[]","116 Reviews","3.9","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens at 10am","Casual Dining - Burger, American","null","PHP800 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592239266-365","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/topokki-man-talamban/info","Topokki Man","Rosedale Suites, Gov. M. Cuenco Avenue, Talamban, Cebu City","+63323456701","[]","[]","271 Reviews","4.7","[]","Opens at 11am","Quick Bites - Korean","null","Friendly Staff","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wifi""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""}]","",""
"1592238990-347","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/joeds-lutong-hapon-mabolo/info","Joed's Lutong Hapon","President Quirino Corner F. Cabahug Street, Mabolo, Cebu City","+639435707419","[{""reviewer_name"":""Lutherine Mariz Balagonsa""},{""reviewer_name"":""Ace Santos""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""2.0""}]","136 Reviews","3.5","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","11am – 4am (Today)","Quick Bites - Japanese, Ramen","Ramen, Sushi, Spare Ribs, Rolls, Salmon","PHP550 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Indoor Seating""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592238517-319","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/tymad-bistro-banilad-cebu-city/info","Tymad Bistro","Paseo Saturnino, Ma. Luisa Road, Banilad, Cebu City","+63322397385","[]","[]","90 Reviews","4.3","[{""reviewer_text"":""""},{""reviewer_text"":""Excellent service.\n\nMenu is well thought of and several to choose from from meals to desserts.\n\nVery friendly staff and management.\nSilent and orderly environment.\nGood for formal hangouts.\n\nPrice is slightly expensive but is indeed worth it.""}]","Opens at 7am","Casual Dining - French","null","PHP1800 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Beer""},{""services"":""Table booking recommended""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592238592-323","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/peri-peri-charcoal-chicken-subangdaku-mandaue-city/info","Peri Peri Charcoal Chicken","Meerea High Street, Ouano Avenue, Subangdaku, Mandaue City","+63322728633","[{""reviewer_name"":""Ryan Kaw""},{""reviewer_name"":""Katherine Chin-Abella""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","65 Reviews","3.8","[{""reviewer_text"":""Love their truffle pasta. My comfort food.""},{""reviewer_text"":""Has a variety of yummy food options to choose from. The sauces they have are also delicious and could go well with a lot of their dishes. This resto is one of our new favorites❤️""}]","Opens at 10am","Casual Dining - African","PHP1150 for two people (approx.) Without alcohol","","[{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Craft Beer""},{""services"":""Serves Cocktails""},{""services"":""Free Parking""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238682-328","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/fudge-banilad-mandaue-city/info","Fudge","888 A. S. Fortuna Street, Banilad, Mandaue City","+63324161727","[{""reviewer_name"":""Alexandria Gabud""},{""reviewer_name"":""Queenie""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""2.0""}]","74 Reviews","4.2","[{""reviewer_text"":""""},{""reviewer_text"":""The staff didnt listen carefully and gave me wrong order. 😔""}]","Opens at 8am","Casual Dining - Desserts, Bakery, American, Filipino","Lava Cake, Coffee, Burgers, Vanilla Ice Cream, Cheese Burger","PHP1150 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Desserts and Bakes""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592239143-357","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/stk-ta-bay-capitol-site/info","STK ta Bay!","Orchid Street, Capitol Site, Cebu City","+63322562700","[]","[]","216 Reviews","4.4","[{""reviewer_text"":""Food - Gives you the taste of Cebuano homestyle cooking. Grilled Tuna Panga is highly recommended! \n\nPlace - Looks like a humble home welcoming, its guests for a comforting lunch or dinner. The place seems narrow but can accommodate pouring customers during peak hours. They even have a collection of album display of several famous personalities that have dined in their restaurant. Sikat! \n\nPrice - Somewhat pricey.""},{""reviewer_text"":""1 hour waiting time for ok food""}]","Opens at 9am","Casual Dining - Filipino","null","PHP900 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","",""
"1592237891-287","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/skillet-japanese-cafe-and-bistro-tipolo/info","Skillet Japanese Cafe and Bistro","Norkis Cyber Park, A. S. Fortuna Street, Tipolo, Mandaue City","+63324172805","[{""reviewer_name"":""Roxy Leornas""},{""reviewer_name"":""FoodCraving Review""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""4.0""}]","34 Reviews","3.9","[{""reviewer_text"":""""},{""reviewer_text"":""Today i have to try the signature dish of their restaurant. The Angus Beef Ribeyes steak, Watermelon Juice for the drink and Tokyo Cheesecake for my dessert.-The Angus Beef Ribeyes steak is a combination of Angus Beef side with mashed potato and mix vegetables garnish with rosemary then match with Japanese Steak Sauce. The steak is cook on a medium rare, a bit juicy on the inside and seasoned very well. While the mashed potato is creamy and the mix vegetables is bit salty but it complements with the steak. The Japanese Steak Sauce almost tastes like a teriyaki sauce but lighter in flavor. The sauce combined with the steak level up the flavor. You did a very good job handling the Angus...read more""}]","Opens at 11am","Casual Dining - Japanese","Ramen, Sushi, Cheesecake, Steak","PHP1350 for two people (approx.) Without alcohol","[{""services"":""Wine and Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592237753-279","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/10000-roses-cafe-cordova/info","10000 Roses Cafe","Sa Baybayon, Day-as Barangay Road, Cordova, Cebu","+639568399427","[{""reviewer_name"":""KaonSuroySugbo""},{""reviewer_name"":""Kyle Escueta Gundaya""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""2.0""}]","52 Reviews","3.2","[{""reviewer_text"":""Worth it!\n\nThe cold coffee tastes good (taste test - 8.5/10)\nThe place is relaxing especially at night. \nThe crews were respectful and the order was served quickly.""},{""reviewer_text"":""Foods not that good. We traveled 18km long and got disappointed. Foods not recommendable but you can still check the place out since it's insta-worthy naman.""}]","Opens at 10am","Café - Coffee","null","null","[{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Smoking Area""},{""services"":""Desserts and Bakes""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592239053-351","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/scape-skydeck-pusok-lapu-lapu-city/info","Scape Skydeck","Roof Deck, Azon Residences, M. L. Quezon National Highway, Pusok, Lapu-Lapu City","+63324940898","[{""reviewer_name"":""Michaela Aliganga""},{""reviewer_name"":""Darladybuco""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","138 Reviews","4.2","[{""reviewer_text"":""We were able to experience Scape Slydeck and the view was magneficient esp. during night. You will be delighted by their phenomenal overlooking view of the Marcelo Fernan Bridge and Mactan channel. \n\nThe food might be quite expensive but it’s something different that’s worth a try. You can also use Eatigo app wherein you can choose different types of discounts. Discounts varies depending on the time. You can experience indoor and outdoor setting plus the crews are very accommodating. We ordered the pasta, burger and pizza for 3 person. Indeed those 3 foods we too much to handle for 3 person. They also have a happy hour for some of their drinks :5:00-7:00 pm wherein most of their...read more""},{""reviewer_text"":""""}]","Opens at 11am","Casual Dining, Lounge - International","Pasta, Risotto, Chicken Wings, Salad, Cocktails, Truffle Pizza","Magnificent View","[{""services"":""Full Bar Available""},{""services"":""Wifi""},{""services"":""Lunch Menu""},{""services"":""City View""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Nightlife""},{""services"":""Indoor Seating""}]","",""
"1592238742-332","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/puso-bistro-and-bar-kamputhaw/info","Puso Bistro and Bar","Ground Floor, Quest Hotel, Archbishop Reyes Avenue, Kamputhaw, Cebu City","+63324025999","[]","[]","60 Reviews","4.1","[{""reviewer_text"":""Best buffet breakfast in Cebuuu!!!""},{""reviewer_text"":""Marven Anorico was very helpful and he really attended to our meal needs. Food was great service too!!!!! 😊😊😊""}]","6am – 1am (Today)","Casual Dining - American, Asian, Bakery","null","Friendly Staff","[{""services"":""Breakfast""},{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Wifi""},{""services"":""Serves Cocktails""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Buffet""},{""services"":""Private Dining Area Available""},{""services"":""Desserts and Bakes""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592239038-350","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/shaka-lahug/info","Shaka","Garden Bloc, IT Park, Lahug, Cebu City","+63325142667","[{""reviewer_name"":""Katrina Casera""},{""reviewer_name"":""HR Ramos Masorong""}]","[{""reviewer_rate"":""1.0""},{""reviewer_rate"":""2.0""}]","140 Reviews","3.7","[{""reviewer_text"":""Service is terrible and discriminatory. They only prioritize group of foreigners. The food was overpriced and so-so. Would not recommend this place to anyone at all.""},{""reviewer_text"":""Ordered a margarita and it took roughly almost 1hr before it got served. The place is good but manpower, nah""}]","11am – 2am (Today)","Casual Dining - Seafood","Sisig, Scallops, Pad Thai","PHP900 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592237980-291","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/streetyard-tipolo-mandaue-city/info","Streetyard","Second Floor, Parkmall, Ouano Avenue, Tipolo, Mandaue City","+63324523591","[]","[]","71 Reviews","4.2","[]","Opens at 10am","Quick Bites - Filipino, American","null","","[{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592238225-302","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-ching-palace-lahug-cebu-city/info","The Ching Palace","20 Salinas Drive, Lahug, Cebu City","+63322338833","[]","[]","56 Reviews","4.0","[]","null","null","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592238698-329","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/ding-qua-qua-dimsum-house-lahug/info","Ding Qua Qua Dimsum House","Second Floor, JY Square Discovery Mall, Lahug, Cebu City","+63322310111","[]","[]","139 Reviews","4.0","[{""reviewer_text"":""The place is always full when I go but the service is great. This is a great place to eat when hungry but on a budget. The buffet spread is full of their classic dishes so you won't miss anything! There's also a lot available in the buffet so there's lots to choose from. The dessert selection is also really good. A Cebuano staple definitely!!""},{""reviewer_text"":""Ding qua qua is a great dimsum place. It is famous for its affordable buffet and really good dimsum. I liked the quail egg dimsum, and the unli steam rice. The wide selection of food makes the buffet worth it - patatim, several dimsum, noodle soup, spring roll, and other meat, buchi, etc. It is good enough. Although i do not see servers most of the time, and ambience is like a typical cheao buffet resto.""}]","Opens at 10am","Casual Dining - Chinese","null","PHP600 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Buffet""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238532-320","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/the-sails-movenpick-hotel-resort-punta-engano-lapu-lapu-city/info","The Sails - Movenpick Hotel & Resort","Movenpick Hotel & Resort, Punta Engano, Lapu-Lapu City","+63324927777","[{""reviewer_name"":""Vien Streegan""},{""reviewer_name"":""Goldielyn Limsiy""}]","[{""reviewer_rate"":""3.0""},{""reviewer_rate"":""4.0""}]","45 Reviews","4.2","[{""reviewer_text"":""Loved the ambiance of this restaurant classy modern and would definitely give you good vibes.\nReason as to why I only rated it 3 stars is because the food selection wasn’t really worth its price. They do have diff themes per day and we went here on a Sunday (east meets west). \nRegular rate is around 1600 PHP per pax and we got discounts thru eatigo and only paid around 825 PHP (one round of drink included) wasn’t really a fan of the food nothing fancy nothing mouth watering food was just okay. Selections were limited. Pizza station, Japanese station (not really fresh), grilling station and dessert station and etc Ambiance of the place really gave us time to just enjoy and take a...read more""},{""reviewer_text"":""Food was great!! While there wasn't a lot of variety, the quality of the food available was good and consistent - which is pretty much what you ask for from a buffet\n\nIn particular, I loved the lechon belly, the grilling station (beef tenderloin, fish), the freshly baked pizza, the crepes, free flowing Heineken and the calamansi juice. The Japanese station was very sparse though - only maki was available. I'm usually used to a sashimi and tuna spread... Likewise, the fruits selection was great and super sweet. But their other desserts were meh - rather forgettable""}]","Opens at 6:30am","Fine Dining - Japanese, American, Italian, Filipino, Korean, Chinese","null","PHP2000 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Full Bar Available""},{""services"":""Bottle Service""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Buffet""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592238664-327","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/pearl-korean-meatshop-and-restaurant-capitol-site-cebu-city/info","Pearl Korean Meatshop and Restaurant","The Strip, Osmena Boulevard, Capitol Site, Cebu City","+63325057791","[{""reviewer_name"":""Maui Mares""},{""reviewer_name"":""Gail Romero""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","117 Reviews","4.1","[{""reviewer_text"":""great place to unwind. the place was a good place to dine in and to have a good date. the food was delicious and my girl enjoyed cooking it. love the place also the person with me Quennie Magat  #yay""},{""reviewer_text"":""Pearl is a good place to buy your meat if you want to have your samgyupsal in the house or a picnic. Their meat is clean and fresh and affordable too.""}]","Opens at 11am","Casual Dining - Korean","Kimchi, Cabbage Salad","PHP600 for two people (approx.) Without alcohol","[{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""}]","3","https://www.zomato.com/cebu/restaurants?page=3"
"1592238149-298","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/matias-bbq-banilad-mandaue-city/info","Matias BBQ","A. S. Fortuna Street, Banilad, Mandaue City","+63323452164","[{""reviewer_name"":""Athena Grace Lim""},{""reviewer_name"":""Ela Gaye Diola Perez""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""5.0""}]","88 Reviews","4.0","[{""reviewer_text"":""Love how I can bring my friends here and just have a casual lunch/dinner out with them! I love the barbecue so much! My go to barbecue place!""},{""reviewer_text"":""Definitely the go-to place for bbq cravings! If you're new to Cebu, this should totally be in your places to try! A taste of Cebu and the price is really affordable!""}]","Opens at 11:30am","Quick Bites - Filipino, Grill","Barbeque Chicken, Barbeque Pork","PHP300 for two people (approx.) Without alcohol","[{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592238305-306","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/big-toms-charbroiled-burger-capitol-site/info","Big Tom's Charbroiled Burger","111 Juana Osmena Street, Capitol Site, Cebu City","+63322398101","[{""reviewer_name"":""Cristina Danielle Mercado""},{""reviewer_name"":""Jessilyn Gan""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","83 Reviews","4.0","[{""reviewer_text"":""Big Toms has good serving size and platter design. Burgers have good flavor and their decor and ambiance is always nice.""},{""reviewer_text"":""Great place, great burgers...the place is walking distance from the hotel I'm staying at..it's worth the walk..yummy and juicy bugers and the lemoncito is so refreshing...nice staffs too :) #cebufoodtrips #cebufoods""}]","Opens at 11am","Casual Dining - Burger","Burgers, Fries, Bacon Cheeseburger, Charbroiled Burger","PHP800 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/restaurants?page=4"
"1592239206-361","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/house-of-lechon-kamputhaw/info","House of Lechon","Acacia Street, Kamputhaw, Cebu City","+63322310958","[{""reviewer_name"":""Twinkle""},{""reviewer_name"":""Evert Miranda""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""4.0""}]","253 Reviews","4.2","[{""reviewer_text"":""More than what I've expected. The meat is tasty and juicy. Loved that they actually serve the \""katas\"" or the lechon juice. I specially liked the spicy variant. I wanted to come back to Cebu sooner to have this again.""},{""reviewer_text"":""What you must order: Lechon of course 😀 kinilaw fiesta with pork and seafood, mongo soup (my comfort food) and clam soup with corn. Don't forget to add a zest of calamansi!""}]","Opens at 10am","Casual Dining - Filipino","Scallops, Fish, Iced Tea, Lechon Sisig, Crisp Skin Chicken, Mixed Vegetables, Cheese Sticks","Decor","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""}]","",""
"1592238961-345","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/master-po-ramos-cebu-city/info","Master Po","Ground Floor, Plaza Nouvelle, E. Benedicto Street, Ramos, Cebu City","+63322338833","[]","[]","88 Reviews","4.0","[]","Opens at 10:30am","Quick Bites - Chinese","null","","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","2","https://www.zomato.com/cebu/restaurants?page=2"
"1592237718-277","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/pink-heaven-talisay-city/info","Pink Heaven","South Coast Center, N. Bacalso Avenue, Linao, Talisay City, Cebu","+63324914242","[{""reviewer_name"":""Vergaravaleriemae""},{""reviewer_name"":""Dcabiles89""}]","[{""reviewer_rate"":""3.0""},{""reviewer_rate"":""3.0""}]","46 Reviews","4.0","[{""reviewer_text"":""""},{""reviewer_text"":""Ambience is nice to chill but not too much money worthy on what you order though. Place is small so extra careful if you are along with kids.""}]","Opens at 10am","Casual Dining, Dessert Parlor - Filipino, Desserts","Teriyaki Chicken, Beef, Pasta, Toblerone Cheesecake","PHP1000 for two people (approx.)","[{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Desserts and Bakes""}]","...","https://www.zomato.com/cebu/restaurants?page=6"
"1592239098-354","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/abaca-baking-company-kasambagan/info","Abaca Baking Company","The Crossroads, Gov. M. Cuenco Avenue, Kasambagan, Cebu City","+63322620969","[]","[]","167 Reviews","4.9","[]","Opens at 7am","Café - American, Bakery, Coffee","null","PHP1000 for two people (approx.) Without alcohol","[{""services"":""Breakfast""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Wifi""},{""services"":""Outdoor Seating""},{""services"":""Desserts and Bakes""},{""services"":""Indoor Seating""}]","",""
"1592238199-301","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/allegro-bluewater-maribago-beach-resort-and-spa-maribago/info","Allegro - Bluewater Maribago Beach Resort and Spa","Bluewater Maribago Beach Resort and Spa, Maribago, Lapu-Lapu City","+63324920100","[]","[]","26 Reviews","3.9","[]","24 Hours (Today)","Casual Dining - Filipino, American","null","","[{""services"":""Breakfast""},{""services"":""Home Delivery""},{""services"":""Full Bar Available""},{""services"":""Table booking recommended""},{""services"":""Bottle Service""},{""services"":""Indoor Seating""},{""services"":""Buffet""},{""services"":""Wifi""},{""services"":""Outdoor Seating""}]","5","https://www.zomato.com/cebu/restaurants?page=5"
"1592239083-353","https://www.zomato.com/cebu/restaurants","","https://www.zomato.com/cebu/coffee-prince-capitol-site-cebu-city/info","Coffee Prince","Osmena Boulevard, Capitol Site, Cebu City","+63324162081","[]","[]","151 Reviews","4.0","[]","8am – 2am (Today)","Café - Coffee","null","Cozy","[{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Desserts and Bakes""},{""services"":""Indoor Seating""}]","",""
